event_id,region_id,event_date,event_start_time,event_end_time,latitude,longitude,max_frp,mean_frp,total_frp,observation_count,satellite_count,satellites,event_cluster_confidence,event_cluster_method
EVT_20260818_0178,thoothukudi,2026-08-18,0816,0816,8.74016,78.05225,8.91,8.91,8.91,1,1,N21,LOW,spatial_temporal_bfs
EVT_20260818_0179,thoothukudi,2026-08-18,0816,0816,8.79578,77.95259,2.07,2.07,2.07,1,1,N21,LOW,spatial_temporal_bfs
EVT_20260818_0180,thoothukudi,2026-08-18,0816,0816,8.86771,78.15748,6.09,6.09,6.09,1,1,N21,LOW,spatial_temporal_bfs
EVT_20260818_0181,thoothukudi,2026-08-18,2051,2051,8.66845,77.99213,0.69,0.69,0.69,1,1,N21,LOW,spatial_temporal_bfs
EVT_20260819_0182,thoothukudi,2026-08-19,0758,0758,8.885925,78.104705,9.25,8.4,16.81,2,1,N21,MEDIUM,spatial_temporal_bfs
EVT_20260819_0183,thoothukudi,2026-08-19,0852,0852,8.64099,77.902477,6.62,5.93,17.79,3,1,N20,MEDIUM,spatial_temporal_bfs
EVT_20260820_0184,thoothukudi,2026-08-20,0835,0835,8.73457,78.0784,1.92,1.92,1.92,1,1,N20,LOW,spatial_temporal_bfs
EVT_20260821_0185,thoothukudi,2026-08-21,0813,0813,8.6787,78.06282,2.79,2.79,2.79,1,1,N20,LOW,spatial_temporal_bfs
EVT_20260828_0186,thoothukudi,2026-08-28,0744,0828,8.566405,78.083805,5.17,3.56,7.11,2,2,"N20,N21",HIGH,spatial_temporal_bfs
EVT_20260828_0187,thoothukudi,2026-08-28,0744,0828,8.712812,77.974342,7.52,4.68,18.73,4,2,"N20,N21",HIGH,spatial_temporal_bfs
EVT_20260828_0188,thoothukudi,2026-08-28,0744,0744,8.72984,78.1073,5.48,5.48,5.48,1,1,N20,LOW,spatial_temporal_bfs
EVT_20260828_0189,thoothukudi,2026-08-28,0744,0744,8.78832,78.11234,2.63,2.63,2.63,1,1,N20,LOW,spatial_temporal_bfs
EVT_20260828_0190,thoothukudi,2026-08-28,0744,0744,8.84528,78.0387,3.18,3.18,3.18,1,1,N20,LOW,spatial_temporal_bfs
EVT_20260828_0191,thoothukudi,2026-08-28,0828,0828,8.861145,77.992535,3.92,3.76,7.51,2,1,N21,MEDIUM,spatial_temporal_bfs
EVT_20260828_0192,thoothukudi,2026-08-28,2019,2019,8.67013,77.993825,0.44,0.44,0.88,2,1,N20,MEDIUM,spatial_temporal_bfs
EVT_20260828_0193,thoothukudi,2026-08-28,2019,2019,8.85032,78.13471,0.43,0.43,0.43,1,1,N20,LOW,spatial_temporal_bfs
EVT_20260829_0194,thoothukudi,2026-08-29,0809,0809,8.60741,77.97129,5.38,5.38,5.38,1,1,N21,LOW,spatial_temporal_bfs
EVT_20260829_0195,thoothukudi,2026-08-29,0809,0809,8.75016,78.08366,6.22,6.22,6.22,1,1,N21,LOW,spatial_temporal_bfs
EVT_20260829_0196,thoothukudi,2026-08-29,0809,0809,8.8745,77.98587,5.31,5.31,5.31,1,1,N21,LOW,spatial_temporal_bfs
EVT_20260829_0197,thoothukudi,2026-08-29,2000,2000,8.77298,78.1974,2.2,2.2,2.2,1,1,N20,LOW,spatial_temporal_bfs
EVT_20260829_0198,thoothukudi,2026-08-29,2046,2046,8.67362,78.03297,1.52,1.52,1.52,1,1,N21,LOW,spatial_temporal_bfs
