event_id,region_id,original_observation_id,latitude,longitude,acq_date,acq_time,satellite,frp,confidence,instrument,daynight
EVT_20260727_0146,thoothukudi,OBS_00144,8.75845,78.18256,2026-07-27,828,N21,5.79,n,VIIRS,D
EVT_20260728_0147,thoothukudi,OBS_00145,8.89275,78.04395,2026-07-28,809,N21,6.34,n,VIIRS,D
EVT_20260729_0148,thoothukudi,OBS_00146,8.87754,78.08455,2026-07-29,750,N21,3.17,n,VIIRS,D
EVT_20260729_0148,thoothukudi,OBS_00147,8.87898,78.08767,2026-07-29,750,N21,8.12,n,VIIRS,D
EVT_20260729_0148,thoothukudi,OBS_00148,8.88137,78.08393,2026-07-29,750,N21,5.38,n,VIIRS,D
EVT_20260729_0149,thoothukudi,OBS_00149,8.88411,78.14686,2026-07-29,750,N21,6.73,n,VIIRS,D
EVT_20260729_0149,thoothukudi,OBS_00150,8.88513,78.15009,2026-07-29,750,N21,8.35,n,VIIRS,D
EVT_20260729_0150,thoothukudi,OBS_00266,8.56658,78.06514,2026-07-29,845,N20,3.35,n,VIIRS,D
EVT_20260729_0151,thoothukudi,OBS_00267,8.75689,78.1835,2026-07-29,845,N20,2.79,n,VIIRS,D
EVT_20260729_0152,thoothukudi,OBS_00268,8.78999,78.09714,2026-07-29,845,N20,2.05,n,VIIRS,D
EVT_20260729_0153,thoothukudi,OBS_00269,8.76018,78.18037,2026-07-29,1940,N20,1.41,n,VIIRS,N
EVT_20260729_0153,thoothukudi,OBS_00151,8.75947,78.18213,2026-07-29,2025,N21,4.37,n,VIIRS,N
EVT_20260730_0154,thoothukudi,OBS_00152,8.76071,78.18324,2026-07-30,731,N21,6.42,n,VIIRS,D
EVT_20260730_0154,thoothukudi,OBS_00271,8.75724,78.18269,2026-07-30,826,N20,7.56,n,VIIRS,D
EVT_20260730_0155,thoothukudi,OBS_00270,8.61699,77.95514,2026-07-30,826,N20,2.74,n,VIIRS,D
EVT_20260730_0156,thoothukudi,OBS_00153,8.75734,78.18108,2026-07-30,2008,N21,2.3,n,VIIRS,N
EVT_20260730_0156,thoothukudi,OBS_00154,8.76085,78.18159,2026-07-30,2008,N21,0.79,n,VIIRS,N
EVT_20260730_0157,thoothukudi,OBS_00155,8.86788,78.11977,2026-07-30,2008,N21,1.36,n,VIIRS,N
EVT_20260731_0158,thoothukudi,OBS_00156,8.75698,78.18044,2026-07-31,854,N21,12.5,n,VIIRS,D
EVT_20260801_0159,thoothukudi,OBS_00272,8.75609,78.18428,2026-08-01,750,N20,4.18,n,VIIRS,D
EVT_20260801_0159,thoothukudi,OBS_00273,8.7568,78.18086,2026-08-01,750,N20,7.43,n,VIIRS,D
EVT_20260801_0159,thoothukudi,OBS_00274,8.75747,78.18472,2026-08-01,750,N20,8.63,n,VIIRS,D
EVT_20260801_0160,thoothukudi,OBS_00157,8.82653,78.08564,2026-08-01,1930,N21,5.65,n,VIIRS,N
EVT_20260801_0160,thoothukudi,OBS_00158,8.82677,78.08688,2026-08-01,1930,N21,7.1,n,VIIRS,N
EVT_20260801_0160,thoothukudi,OBS_00276,8.82361,78.08907,2026-08-01,2025,N20,1.24,n,VIIRS,N
EVT_20260801_0160,thoothukudi,OBS_00277,8.82417,78.08559,2026-08-01,2025,N20,1.24,n,VIIRS,N
EVT_20260801_0160,thoothukudi,OBS_00278,8.82692,78.08961,2026-08-01,2025,N20,8.97,n,VIIRS,N
EVT_20260801_0160,thoothukudi,OBS_00279,8.82747,78.08612,2026-08-01,2025,N20,8.97,n,VIIRS,N
EVT_20260801_0161,thoothukudi,OBS_00275,8.66925,77.99277,2026-08-01,2025,N20,0.82,n,VIIRS,N
EVT_20260804_0162,thoothukudi,OBS_00159,8.77262,78.11182,2026-08-04,737,N21,16.78,n,VIIRS,D
EVT_20260807_0163,thoothukudi,OBS_00280,8.57914,77.95925,2026-08-07,735,N20,2.48,n,VIIRS,D
EVT_20260807_0164,thoothukudi,OBS_00281,8.58266,77.97887,2026-08-07,735,N20,6.73,h,VIIRS,D
EVT_20260807_0165,thoothukudi,OBS_00160,8.57461,78.00533,2026-08-07,822,N21,6.19,n,VIIRS,D
EVT_20260807_0166,thoothukudi,OBS_00161,8.75746,78.18224,2026-08-07,822,N21,11.02,n,VIIRS,D
EVT_20260807_0166,thoothukudi,OBS_00162,8.76012,78.18311,2026-08-07,822,N21,20.04,n,VIIRS,D
EVT_20260807_0166,thoothukudi,OBS_00163,8.76117,78.18171,2026-08-07,822,N21,11.02,n,VIIRS,D
EVT_20260809_0167,thoothukudi,OBS_00164,8.84041,78.0078,2026-08-09,744,N21,5.35,n,VIIRS,D
EVT_20260809_0168,thoothukudi,OBS_00165,8.84773,77.97353,2026-08-09,744,N21,3.57,n,VIIRS,D
EVT_20260809_0169,thoothukudi,OBS_00166,8.89804,78.03916,2026-08-09,744,N21,9.0,n,VIIRS,D
EVT_20260809_0169,thoothukudi,OBS_00167,8.89873,78.04314,2026-08-09,744,N21,8.12,n,VIIRS,D
EVT_20260810_0170,thoothukudi,OBS_00168,8.61557,77.95248,2026-08-10,2002,N21,3.9,n,VIIRS,N
EVT_20260810_0170,thoothukudi,OBS_00169,8.61773,77.95042,2026-08-10,2002,N21,3.56,n,VIIRS,N
EVT_20260810_0170,thoothukudi,OBS_00282,8.61649,77.94954,2026-08-10,2055,N20,2.86,n,VIIRS,N
EVT_20260812_0171,thoothukudi,OBS_00170,8.58918,77.91875,2026-08-12,828,N21,48.72,n,VIIRS,D
EVT_20260812_0172,thoothukudi,OBS_00283,8.67153,77.9933,2026-08-12,2019,N20,1.2,n,VIIRS,N
EVT_20260813_0173,thoothukudi,OBS_00171,8.53019,78.08766,2026-08-13,809,N21,4.93,n,VIIRS,D
EVT_20260815_0174,thoothukudi,OBS_00284,8.71118,78.09945,2026-08-15,828,N20,2.86,l,VIIRS,D
EVT_20260815_0175,thoothukudi,OBS_00172,8.84948,78.13552,2026-08-15,2008,N21,0.4,n,VIIRS,N
EVT_20260817_0176,thoothukudi,OBS_00285,8.67144,77.99295,2026-08-17,2025,N20,1.66,n,VIIRS,N
EVT_20260818_0177,thoothukudi,OBS_00173,8.62125,77.95941,2026-08-18,816,N21,3.37,l,VIIRS,D
EVT_20260818_0178,thoothukudi,OBS_00174,8.74016,78.05225,2026-08-18,816,N21,8.91,l,VIIRS,D
EVT_20260818_0179,thoothukudi,OBS_00175,8.79578,77.95259,2026-08-18,816,N21,2.07,n,VIIRS,D
EVT_20260818_0180,thoothukudi,OBS_00176,8.86771,78.15748,2026-08-18,816,N21,6.09,n,VIIRS,D
EVT_20260818_0181,thoothukudi,OBS_00177,8.66845,77.99213,2026-08-18,2051,N21,0.69,n,VIIRS,N
EVT_20260819_0182,thoothukudi,OBS_00178,8.88492,78.10483,2026-08-19,758,N21,7.56,l,VIIRS,D
EVT_20260819_0182,thoothukudi,OBS_00179,8.88693,78.10458,2026-08-19,758,N21,9.25,l,VIIRS,D
EVT_20260819_0183,thoothukudi,OBS_00286,8.63941,77.90063,2026-08-19,852,N20,6.62,n,VIIRS,D
EVT_20260819_0183,thoothukudi,OBS_00287,8.63992,77.90443,2026-08-19,852,N20,6.22,n,VIIRS,D
EVT_20260819_0183,thoothukudi,OBS_00288,8.64364,77.90237,2026-08-19,852,N20,4.95,n,VIIRS,D
EVT_20260820_0184,thoothukudi,OBS_00289,8.73457,78.0784,2026-08-20,835,N20,1.92,n,VIIRS,D
EVT_20260821_0185,thoothukudi,OBS_00290,8.6787,78.06282,2026-08-21,813,N20,2.79,n,VIIRS,D
EVT_20260828_0186,thoothukudi,OBS_00291,8.56677,78.0841,2026-08-28,744,N20,5.17,n,VIIRS,D
EVT_20260828_0186,thoothukudi,OBS_00180,8.56604,78.08351,2026-08-28,828,N21,1.94,l,VIIRS,D
EVT_20260828_0187,thoothukudi,OBS_00292,8.71066,77.97169,2026-08-28,744,N20,3.26,n,VIIRS,D
EVT_20260828_0187,thoothukudi,OBS_00293,8.71155,77.97672,2026-08-28,744,N20,3.26,n,VIIRS,D
EVT_20260828_0187,thoothukudi,OBS_00294,8.71625,77.97591,2026-08-28,744,N20,4.69,n,VIIRS,D
EVT_20260828_0187,thoothukudi,OBS_00181,8.71279,77.97305,2026-08-28,828,N21,7.52,n,VIIRS,D
EVT_20260828_0188,thoothukudi,OBS_00295,8.72984,78.1073,2026-08-28,744,N20,5.48,n,VIIRS,D
EVT_20260828_0189,thoothukudi,OBS_00296,8.78832,78.11234,2026-08-28,744,N20,2.63,l,VIIRS,D
EVT_20260828_0190,thoothukudi,OBS_00297,8.84528,78.0387,2026-08-28,744,N20,3.18,n,VIIRS,D
EVT_20260828_0191,thoothukudi,OBS_00182,8.86089,77.99239,2026-08-28,828,N21,3.92,l,VIIRS,D
EVT_20260828_0191,thoothukudi,OBS_00183,8.8614,77.99268,2026-08-28,828,N21,3.59,l,VIIRS,D
EVT_20260828_0192,thoothukudi,OBS_00298,8.66846,77.99356,2026-08-28,2019,N20,0.44,n,VIIRS,N
EVT_20260828_0192,thoothukudi,OBS_00299,8.6718,77.99409,2026-08-28,2019,N20,0.44,n,VIIRS,N
EVT_20260828_0193,thoothukudi,OBS_00300,8.85032,78.13471,2026-08-28,2019,N20,0.43,n,VIIRS,N
EVT_20260829_0194,thoothukudi,OBS_00184,8.60741,77.97129,2026-08-29,809,N21,5.38,n,VIIRS,D
EVT_20260829_0195,thoothukudi,OBS_00185,8.75016,78.08366,2026-08-29,809,N21,6.22,n,VIIRS,D
EVT_20260829_0196,thoothukudi,OBS_00186,8.8745,77.98587,2026-08-29,809,N21,5.31,n,VIIRS,D
EVT_20260829_0197,thoothukudi,OBS_00301,8.77298,78.1974,2026-08-29,2000,N20,2.2,n,VIIRS,N
EVT_20260829_0198,thoothukudi,OBS_00187,8.67362,78.03297,2026-08-29,2046,N21,1.52,n,VIIRS,N
