event_id,event_date,event_start_time,event_end_time,observation_count,satellite_count,satellites,max_frp,total_frp,mean_frp,latitude,longitude,worldcover_class,worldcover_context,association_type,association_confidence,osm_type,osm_id,name,industrial,landuse,power,man_made,distance_km,source_class,source_class_v2,classification_confidence_v2,evidence_strength,classification_reason,evidence_summary,interpretation
EVT_20260625_0061,2026-06-25,828,828,1,1,N21,5.07,5.07,5.07,8.75734,78.18155,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.585,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260625_0062,2026-06-25,828,828,2,1,N21,5.69,10.13,5.07,8.85358,77.948545,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260625_0063,2026-06-25,828,828,2,1,N21,4.36,8.72,4.36,8.88243,78.14104,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827217.0,,,industrial,,,0.963,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260627_0064,2026-06-27,843,843,2,1,N20,8.72,14.68,7.34,8.850275,77.975755,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260627_0065,2026-06-27,2025,2025,1,1,N21,1.21,1.21,1.21,8.66945,77.99419,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260627_0066,2026-06-27,2025,2025,2,1,N21,1.94,3.88,1.94,8.82218,78.054435,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,661590303.0,,,industrial,,,2.244,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260628_0067,2026-06-28,731,731,1,1,N21,1.58,1.58,1.58,8.82998,77.9785,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260628_0068,2026-06-28,731,731,1,1,N21,8.42,8.42,8.42,8.85756,78.03976,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1432129271.0,,,,plant,,0.868,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260628_0069,2026-06-28,2008,2008,1,1,N21,1.05,1.05,1.05,8.67023,77.99241,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260629_0070,2026-06-29,805,805,1,1,N20,5.54,5.54,5.54,8.75938,78.18442,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488444.0,,,,,storage_tank,0.425,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260629_0071,2026-06-29,805,805,1,1,N20,1.79,1.79,1.79,8.77312,77.9638,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,986423924.0,,,industrial,plant,,1.029,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260629_0072,2026-06-29,805,805,1,1,N20,1.14,1.14,1.14,8.88808,77.98834,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1516453098.0,,,industrial,,,3.579,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260629_0073,2026-06-29,854,854,1,1,N21,1.81,1.81,1.81,8.79237,78.02587,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260629_0074,2026-06-29,854,854,2,1,N21,6.49,12.98,6.49,8.81134,78.079335,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,661590305.0,,,industrial,,,0.58,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260629_0075,2026-06-29,2042,2042,1,1,N20,1.25,1.25,1.25,8.67153,77.99429,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260630_0076,2026-06-30,748,748,1,1,N20,2.9,2.9,2.9,8.79416,78.05643,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1073989741.0,,,industrial,,,2.751,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260630_0077,2026-06-30,748,748,2,1,N20,4.29,6.25,3.12,8.86758,78.15696,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827217.0,,,industrial,,,2.229,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260630_0078,2026-06-30,835,835,1,1,N21,4.09,4.09,4.09,8.56587,78.12151,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,4.322,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260630_0079,2026-06-30,835,835,1,1,N21,3.42,3.42,3.42,8.70381,78.10857,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831350.0,,,industrial,,,1.654,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260701_0080,2026-07-01,731,731,4,1,N20,18.01,64.5,16.12,8.745172,78.16344,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,822892679.0,SEPC,,industrial,plant,,1.31,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260702_0081,2026-07-02,756,756,3,1,N21,5.48,13.32,4.44,8.891607,78.055853,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,385432388.0,Thoothukudi IBTPL power station,,industrial,plant,,0.68,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is 0.680 km from mapped industrial feature: Thoothukudi IBTPL power station; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260703_0082,2026-07-03,833,833,1,1,N20,3.61,3.61,3.61,8.75918,78.18197,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.458,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260705_0083,2026-07-05,754,839,4,2,"N20,N21",5.87,19.17,4.79,8.515798,78.06301,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260705_0084,2026-07-05,754,754,1,1,N20,6.02,6.02,6.02,8.54408,78.12749,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1504375937.0,,,industrial,,,3.521,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260705_0085,2026-07-05,754,754,1,1,N20,9.24,9.24,9.24,8.57296,78.08848,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,2.484,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260705_0086,2026-07-05,754,839,4,2,"N20,N21",6.54,22.05,5.51,8.674925,78.042795,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260705_0087,2026-07-05,754,754,1,1,N20,3.94,3.94,3.94,8.74794,77.99934,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1227454932.0,,,,,,2.967,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260705_0088,2026-07-05,839,839,1,1,N21,6.33,6.33,6.33,8.61112,77.97647,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260705_0089,2026-07-05,839,839,1,1,N21,4.84,4.84,4.84,8.76077,78.18306,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.485,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260706_0090,2026-07-06,822,822,1,1,N21,14.96,14.96,14.96,8.75857,78.18122,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.451,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260706_0091,2026-07-06,822,822,1,1,N21,3.88,3.88,3.88,8.86743,78.15778,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827217.0,,,industrial,,,2.32,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260706_0092,2026-07-06,2012,2057,4,2,"N20,N21",2.26,8.54,2.13,8.758747,78.18315,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.525,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260707_0093,2026-07-07,803,803,1,1,N21,5.31,5.31,5.31,8.69401,78.05341,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831350.0,,,industrial,,,4.551,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260707_0094,2026-07-07,803,858,2,2,"N20,N21",13.66,23.09,11.54,8.75737,78.18203,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.608,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260707_0095,2026-07-07,803,803,1,1,N21,11.0,11.0,11.0,8.86108,78.0523,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827220.0,,,industrial,,,0.765,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260707_0096,2026-07-07,1951,2038,3,2,"N20,N21",5.7,10.74,3.58,8.75855,78.182793,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.554,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260708_0097,2026-07-08,2114,2114,1,1,N20,7.96,7.96,7.96,8.75731,78.1812,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.569,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260709_0098,2026-07-09,820,820,1,1,N20,8.02,8.02,8.02,8.84491,77.99417,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1432129272.0,,,,plant,,4.394,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260709_0099,2026-07-09,820,820,1,1,N20,9.78,9.78,9.78,8.85846,77.94576,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260710_0100,2026-07-10,1942,1942,1,1,N21,1.07,1.07,1.07,8.85192,78.13534,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827219.0,,,industrial,,,1.499,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260711_0101,2026-07-11,741,741,1,1,N20,3.97,3.97,3.97,8.69392,78.05166,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1442917861.0,,,,plant,,4.629,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260711_0102,2026-07-11,2017,2017,1,1,N20,0.59,0.59,0.59,8.67076,77.99223,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260711_0103,2026-07-11,2017,2017,1,1,N20,0.73,0.73,0.73,8.86807,78.12141,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,385432381.0,Thoothukudi IBPGL,,,plant,,1.489,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260712_0104,2026-07-12,724,724,1,1,N20,3.08,3.08,3.08,8.89624,78.07236,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,986411990.0,Arasadi,,industrial,plant,,1.287,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260712_0105,2026-07-12,809,809,1,1,N21,13.62,13.62,13.62,8.66283,78.03506,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260712_0106,2026-07-12,809,809,1,1,N21,7.59,7.59,7.59,8.68076,78.06427,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831349.0,,,industrial,,,3.61,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260712_0107,2026-07-12,809,809,1,1,N21,2.13,2.13,2.13,8.74524,78.12827,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1262795953.0,,,,,,1.043,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260713_0108,2026-07-13,2025,2025,1,1,N21,1.45,1.45,1.45,8.84894,78.13416,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827219.0,,,industrial,,,1.402,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260714_0109,2026-07-14,2008,2008,1,1,N21,1.21,1.21,1.21,8.70241,78.05972,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831350.0,,,industrial,,,3.729,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260716_0110,2026-07-16,2023,2023,1,1,N20,1.0,1.0,1.0,8.84957,78.13499,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827219.0,,,industrial,,,1.479,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260717_0111,2026-07-17,816,816,1,1,N21,3.86,3.86,3.86,8.60856,78.09164,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,1.597,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260718_0112,2026-07-18,756,756,1,1,N21,7.32,7.32,7.32,8.75063,78.10085,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831352.0,,,industrial,,,2.37,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260718_0113,2026-07-18,756,852,3,2,"N20,N21",8.37,13.57,4.52,8.851477,78.019773,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1432129271.0,,,,plant,,1.861,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260719_0114,2026-07-19,737,833,7,2,"N20,N21",12.1,52.13,7.45,8.742296,77.95846,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,986423924.0,,,industrial,plant,,2.794,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260720_0115,2026-07-20,813,813,1,1,N20,2.03,2.03,2.03,8.84538,78.06369,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1516453102.0,,,industrial,,,0.88,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260721_0116,2026-07-21,2032,2032,1,1,N20,0.76,0.76,0.76,8.66998,77.99445,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260722_0117,2026-07-22,2012,2012,1,1,N20,1.71,1.71,1.71,8.61174,78.1255,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,3.881,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260722_0118,2026-07-22,2012,2012,1,1,N20,1.27,1.27,1.27,8.84976,78.1354,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827219.0,,,industrial,,,1.52,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260723_0119,2026-07-23,803,803,1,1,N21,7.48,7.48,7.48,8.75921,78.18096,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.378,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260723_0120,2026-07-23,858,858,2,1,N20,5.57,9.28,4.64,8.61686,77.959485,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260723_0121,2026-07-23,1953,2040,2,2,"N20,N21",3.6,5.93,2.96,8.597505,78.13128,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,4.029,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260723_0122,2026-07-23,1953,1953,1,1,N20,2.64,2.64,2.64,8.75794,78.18364,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.445,INDUSTRIAL_ASSOCIATED,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OSM industrial association; WorldCover context=UNKNOWN,Thermal point is near mapped industrial feature; WorldCover=UNKNOWN,Thermal observation spatially associated with industrial infrastructure
EVT_20260724_0123,2026-07-24,744,744,1,1,N21,3.46,3.46,3.46,8.57624,78.11585,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,3.073,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260724_0124,2026-07-24,744,837,2,2,"N20,N21",5.98,9.72,4.86,8.610845,78.0196,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260724_0125,2026-07-24,744,744,1,1,N21,3.18,3.18,3.18,8.61237,77.97205,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260724_0126,2026-07-24,744,837,3,2,"N20,N21",4.27,9.72,3.24,8.61637,77.954327,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.855,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260724_0127,2026-07-24,744,837,2,2,"N20,N21",2.89,4.72,2.36,8.672645,78.09678,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831349.0,,,industrial,,,1.29,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260724_0128,2026-07-24,744,744,1,1,N21,5.78,5.78,5.78,8.80012,78.12872,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,740794217.0,,,,,storage_tank,1.486,UNKNOWN,UNKNOWN,LOW,MEDIUM,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
EVT_20260724_0129,2026-07-24,837,837,1,1,N20,2.56,2.56,2.56,8.60956,77.98328,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,,UNKNOWN,UNKNOWN,LOW,LOW,Insufficient contextual evidence,Insufficient evidence,Available contextual evidence is insufficient for reliable source classification
