event_id,region_id,latitude,longitude,acq_date,acq_time,observation_count,satellite_count,satellites,frp,association_type,association_confidence,osm_type,osm_id,name,industrial,landuse,power,man_made,distance_km
EVT_20260724_0134,thoothukudi,8.67059,77.99273,2026-07-24,2019,1,1,N21,1.11,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260725_0135,thoothukudi,8.61882,77.95472,2026-07-25,726,2,2,"N20,N21",3.83,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.61
EVT_20260725_0136,thoothukudi,8.846798,77.957348,2026-07-25,726,5,1,N21,14.62,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260725_0137,thoothukudi,8.76865,78.05247,2026-07-25,820,1,1,N20,2.81,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,823674462.0,,,industrial,,,3.966
EVT_20260725_0138,thoothukudi,8.77572,78.07705,2026-07-25,2002,1,1,N21,0.25,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1073989741.0,,,industrial,,,2.983
EVT_20260726_0139,thoothukudi,8.75737,78.183,2026-07-26,803,1,1,N20,8.42,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.502
EVT_20260726_0140,thoothukudi,8.60473,78.06739,2026-07-26,845,1,1,N21,4.14,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,3.229
EVT_20260726_0141,thoothukudi,8.64032,77.90717,2026-07-26,848,1,1,N21,3.33,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.261
EVT_20260726_0142,thoothukudi,8.86824,78.12153,2026-07-26,2038,1,1,N20,0.49,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,385432381.0,Thoothukudi IBPGL,,,plant,,1.506
EVT_20260727_0143,thoothukudi,8.67911,78.048315,2026-07-27,741,2,1,N20,11.53,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260727_0144,thoothukudi,8.61868,77.95311,2026-07-27,828,1,1,N21,2.5,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.571
EVT_20260727_0145,thoothukudi,8.72816,78.08289,2026-07-27,828,1,1,N21,1.76,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831352.0,,,industrial,,,2.122
EVT_20260727_0146,thoothukudi,8.75845,78.18256,2026-07-27,828,1,1,N21,5.79,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.56
EVT_20260728_0147,thoothukudi,8.89275,78.04395,2026-07-28,809,1,1,N21,6.34,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,385432388.0,Thoothukudi IBTPL power station,,industrial,plant,,1.412
EVT_20260729_0148,thoothukudi,8.879297,78.085383,2026-07-29,750,3,1,N21,8.12,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,986411990.0,Arasadi,,industrial,plant,,2.488
EVT_20260729_0149,thoothukudi,8.88462,78.148475,2026-07-29,750,2,1,N21,8.35,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827217.0,,,industrial,,,1.632
EVT_20260729_0150,thoothukudi,8.56658,78.06514,2026-07-29,845,1,1,N20,3.35,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,4.5
EVT_20260729_0151,thoothukudi,8.75689,78.1835,2026-07-29,845,1,1,N20,2.79,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.444
EVT_20260729_0152,thoothukudi,8.78999,78.09714,2026-07-29,845,1,1,N20,2.05,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1073989739.0,,,industrial,,,1.189
EVT_20260729_0153,thoothukudi,8.759825,78.18125,2026-07-29,1940,2,2,"N20,N21",4.37,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.352
EVT_20260730_0154,thoothukudi,8.758975,78.182965,2026-07-30,731,2,2,"N20,N21",7.56,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.554
EVT_20260730_0155,thoothukudi,8.61699,77.95514,2026-07-30,826,1,1,N20,2.74,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.816
EVT_20260730_0156,thoothukudi,8.759095,78.181335,2026-07-30,2008,2,1,N21,2.3,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.414
EVT_20260730_0157,thoothukudi,8.86788,78.11977,2026-07-30,2008,1,1,N21,1.36,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,385432381.0,Thoothukudi IBPGL,,,plant,,1.308
EVT_20260731_0158,thoothukudi,8.75698,78.18044,2026-07-31,854,1,1,N21,12.5,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.57
EVT_20260801_0159,thoothukudi,8.756787,78.183287,2026-08-01,750,3,1,N20,8.63,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,114488441.0,,,,,storage_tank,0.467
EVT_20260801_0160,thoothukudi,8.825912,78.087152,2026-08-01,1930,6,2,"N20,N21",8.97,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,385432377.0,,,industrial,plant,,1.041
EVT_20260801_0161,thoothukudi,8.66925,77.99277,2026-08-01,2025,1,1,N20,0.82,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260804_0162,thoothukudi,8.77262,78.11182,2026-08-04,737,1,1,N21,16.78,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1235088522.0,,,industrial,,,0.373
EVT_20260807_0163,thoothukudi,8.57914,77.95925,2026-08-07,735,1,1,N20,2.48,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1468877017.0,,,,plant,,3.207
EVT_20260807_0164,thoothukudi,8.58266,77.97887,2026-08-07,735,1,1,N20,6.73,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1468877017.0,,,,plant,,4.569
EVT_20260807_0165,thoothukudi,8.57461,78.00533,2026-08-07,822,1,1,N21,6.19,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260807_0166,thoothukudi,8.759583,78.182353,2026-08-07,822,3,1,N21,20.04,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,592629497.0,,,,,storage_tank,0.466
EVT_20260809_0167,thoothukudi,8.84041,78.0078,2026-08-09,744,1,1,N21,5.35,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1432129272.0,,,,plant,,2.83
EVT_20260809_0168,thoothukudi,8.84773,77.97353,2026-08-09,744,1,1,N21,3.57,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260809_0169,thoothukudi,8.898385,78.04115,2026-08-09,744,2,1,N21,9.0,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,385432388.0,Thoothukudi IBTPL power station,,industrial,plant,,2.046
EVT_20260810_0170,thoothukudi,8.616597,77.950813,2026-08-10,2002,3,2,"N20,N21",3.9,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.731
EVT_20260812_0171,thoothukudi,8.58918,77.91875,2026-08-12,828,1,1,N21,48.72,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1453652971.0,,,,plant,,1.567
EVT_20260812_0172,thoothukudi,8.67153,77.9933,2026-08-12,2019,1,1,N20,1.2,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260813_0173,thoothukudi,8.53019,78.08766,2026-08-13,809,1,1,N21,4.93,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1504375937.0,,,industrial,,,3.835
EVT_20260815_0174,thoothukudi,8.71118,78.09945,2026-08-15,828,1,1,N20,2.86,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831350.0,,,industrial,,,1.047
EVT_20260815_0175,thoothukudi,8.84948,78.13552,2026-08-15,2008,1,1,N21,0.4,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827219.0,,,industrial,,,1.538
EVT_20260817_0176,thoothukudi,8.67144,77.99295,2026-08-17,2025,1,1,N20,1.66,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260818_0177,thoothukudi,8.62125,77.95941,2026-08-18,816,1,1,N21,3.37,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.556
EVT_20260818_0178,thoothukudi,8.74016,78.05225,2026-08-18,816,1,1,N21,8.91,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,823674462.0,,,industrial,,,2.421
EVT_20260818_0179,thoothukudi,8.79578,77.95259,2026-08-18,816,1,1,N21,2.07,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,986423924.0,,,industrial,plant,,3.165
EVT_20260818_0180,thoothukudi,8.86771,78.15748,2026-08-18,816,1,1,N21,6.09,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827217.0,,,industrial,,,2.279
EVT_20260818_0181,thoothukudi,8.66845,77.99213,2026-08-18,2051,1,1,N21,0.69,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260819_0182,thoothukudi,8.885925,78.104705,2026-08-19,758,2,1,N21,9.25,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906837209.0,,,industrial,,,0.582
EVT_20260819_0183,thoothukudi,8.64099,77.902477,2026-08-19,852,3,1,N20,6.62,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1268305323.0,,,,,,4.694
EVT_20260820_0184,thoothukudi,8.73457,78.0784,2026-08-20,835,1,1,N20,1.92,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831352.0,,,industrial,,,2.678
EVT_20260821_0185,thoothukudi,8.6787,78.06282,2026-08-21,813,1,1,N20,2.79,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831349.0,,,industrial,,,3.624
EVT_20260828_0186,thoothukudi,8.566405,78.083805,2026-08-28,744,2,2,"N20,N21",5.17,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,548907979.0,DCW,chemical,industrial,,,3.338
EVT_20260828_0187,thoothukudi,8.712812,77.974342,2026-08-28,744,4,2,"N20,N21",7.52,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260828_0188,thoothukudi,8.72984,78.1073,2026-08-28,744,1,1,N20,5.48,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831352.0,,,industrial,,,0.574
EVT_20260828_0189,thoothukudi,8.78832,78.11234,2026-08-28,744,1,1,N20,2.63,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1222785220.0,,depot,industrial,,,1.713
EVT_20260828_0190,thoothukudi,8.84528,78.0387,2026-08-28,744,1,1,N20,3.18,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1432129271.0,,,,plant,,0.606
EVT_20260828_0191,thoothukudi,8.861145,77.992535,2026-08-28,828,2,1,N21,3.92,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1011035031.0,Orange Sironj,,industrial,substation,,4.229
EVT_20260828_0192,thoothukudi,8.67013,77.993825,2026-08-28,2019,2,1,N20,0.44,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260828_0193,thoothukudi,8.85032,78.13471,2026-08-28,2019,1,1,N20,0.43,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827219.0,,,industrial,,,1.437
EVT_20260829_0194,thoothukudi,8.60741,77.97129,2026-08-29,809,1,1,N21,5.38,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
EVT_20260829_0195,thoothukudi,8.75016,78.08366,2026-08-29,809,1,1,N21,6.22,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906831352.0,,,industrial,,,3.08
EVT_20260829_0196,thoothukudi,8.8745,77.98587,2026-08-29,809,1,1,N21,5.31,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,1516453098.0,,,industrial,,,4.347
EVT_20260829_0197,thoothukudi,8.77298,78.1974,2026-08-29,2000,1,1,N20,2.2,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,way,906827207.0,,,,,works,0.622
EVT_20260829_0198,thoothukudi,8.67362,78.03297,2026-08-29,2046,1,1,N21,1.52,NO_NEARBY_OSM_FEATURE,NONE,,,,,,,,
