facility_name,acq_date,observation_count,max_frp_mw,mean_frp_mw,total_frp_mw,source_class,classification_confidence,evidence_strength,worldcover_context,worldcover_class,association_type,association_confidence,osm_feature_name,osm_industrial,osm_landuse,behavior_state,behavior_score,frp_score,detection_score,frequency_score,previous_active_days,persistence_state,active_days,activity_frequency,median_gap_days,max_gap_days,max_consecutive_active_days,investigation_priority,evidence_summary,reason,decision_interpretation
UNKNOWN,2026-05-29,1,5.25,5.25,5.25,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,24,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-05-30,1,1.43,1.43,1.43,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,SHRUBLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,25,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=SHRUBLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-01,2,10.95,8.504999999999999,17.009999999999998,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,WATCH,60.62,88.04,60.0,0.0,26,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,peak FRP is well above the site's previous range; detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-02,3,2.21,1.9033333333333333,5.71,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,35.0,0.0,100.0,0.0,27,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-05,2,3.4,2.6799999999999997,5.359999999999999,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,21.0,0.0,60.0,0.0,28,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-06,1,3.81,3.81,3.81,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,29,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-08,1,0.76,0.76,0.76,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.0,0.0,0.0,0.0,30,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-09,1,3.49,3.49,3.49,OTHER,LOW,MEDIUM,OTHER,BARE_SPARSE_VEGETATION,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,0.36,0.0,0.0,1.79,31,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-14,1,6.35,6.35,6.35,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,1.2,0.0,0.0,6.01,32,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=GRASSLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-15,2,6.64,4.17,8.34,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,35.31,27.94,60.0,8.69,33,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-17,1,0.83,0.83,0.83,UNKNOWN,LOW,MEDIUM,BUILT_UP,BUILT_UP,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,2.34,0.0,0.0,11.7,34,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-18,1,1.68,1.68,1.68,UNKNOWN,LOW,LOW,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,NORMAL,2.84,0.0,0.0,14.22,35,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-19,1,5.15,5.15,5.15,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,2.67,0.0,0.0,13.33,36,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=GRASSLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-20,3,10.14,5.28,15.84,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,UNUSUAL,74.06,82.99,95.91,15.77,37,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,peak FRP is above the site's previous range; detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-24,1,6.12,6.12,6.12,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,3.25,0.0,0.0,16.23,38,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-25,4,6.73,5.4625,21.85,UNKNOWN,LOW,LOW,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,industrial,WATCH,49.33,27.44,95.0,18.63,39,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-27,3,8.72,3.956666666666667,11.870000000000001,UNKNOWN,LOW,LOW,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,industrial,WATCH,54.83,47.63,85.0,18.22,40,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-28,3,8.42,3.6833333333333336,11.05,UNKNOWN,LOW,LOW,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,WATCH,44.95,44.08,60.0,20.57,41,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-29,6,6.49,3.0033333333333334,18.02,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OTHER,BARE_SPARSE_VEGETATION,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,38.95,0.0,100.0,19.74,42,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=BARE_SPARSE_VEGETATION,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-06-30,3,4.29,3.5366666666666666,10.61,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,24.79,0.0,60.0,18.94,43,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=GRASSLAND,detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-03,1,3.61,3.61,3.61,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OTHER,BARE_SPARSE_VEGETATION,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,3.19,0.0,0.0,15.96,44,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-05,6,6.54,5.59,33.54,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NO_NEARBY_OSM_FEATURE,NONE,,,industrial,NORMAL,38.74,0.0,100.0,18.72,45,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-06,3,14.96,7.033333333333334,21.1,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OTHER,BARE_SPARSE_VEGETATION,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,WATCH,69.35,99.44,60.0,18.0,46,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=BARE_SPARSE_VEGETATION,peak FRP is well above the site's previous range; detection count is above the site's previous range,UNKNOWN: industrial-associated thermal activity shows a watch-level deviation from historical behaviour.
UNKNOWN,2026-07-07,4,13.66,8.9175,35.67,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,UNUSUAL,76.04,93.27,87.43,17.3,47,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,peak FRP is well above the site's previous range; detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-08,1,7.96,7.96,7.96,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,18.18,31.7,0.0,19.58,48,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=GRASSLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-09,1,9.78,9.78,9.78,UNKNOWN,LOW,LOW,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,NORMAL,29.31,56.73,0.0,18.91,49,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-10,1,1.07,1.07,1.07,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,SHRUBLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,3.65,0.0,0.0,18.27,50,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=SHRUBLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-11,2,3.97,2.2800000000000002,4.5600000000000005,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,4.1,0.0,0.0,20.48,51,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-12,3,13.62,7.78,23.34,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NO_NEARBY_OSM_FEATURE,NONE,,,industrial,WATCH,65.39,88.58,60.0,22.65,52,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,peak FRP is well above the site's previous range; detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-13,1,1.45,1.45,1.45,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,4.96,0.0,0.0,24.78,53,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-14,1,1.21,1.21,1.21,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,5.37,0.0,0.0,26.87,54,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=GRASSLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-16,1,1.0,1.0,1.0,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,SHRUBLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,4.79,0.0,0.0,23.94,55,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=SHRUBLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-18,1,7.32,7.32,7.32,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,4.75,0.0,0.0,23.75,56,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-19,1,12.1,12.1,12.1,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,38.09,74.34,0.0,23.16,57,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,peak FRP is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-20,1,2.03,2.03,2.03,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,4.52,0.0,0.0,22.59,58,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-21,1,0.76,0.76,0.76,UNKNOWN,LOW,LOW,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,NORMAL,4.41,0.0,0.0,22.03,59,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-22,1,1.27,1.27,1.27,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,SHRUBLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,4.82,0.0,0.0,24.11,60,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=SHRUBLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-23,3,7.48,5.23,15.690000000000001,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,26.23,0.0,60.0,26.16,61,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=GRASSLAND,detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-24,10,7.79,4.102,41.02,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NO_NEARBY_OSM_FEATURE,NONE,,,industrial,WATCH,53.53,28.66,100.0,28.17,62,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-25,4,14.62,5.3774999999999995,21.509999999999998,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,UNUSUAL,74.68,87.57,85.0,27.62,63,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,peak FRP is well above the site's previous range; detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-26,2,8.42,5.875,11.75,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OTHER,BARE_SPARSE_VEGETATION,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,20.47,33.45,0.0,27.08,64,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-27,4,11.53,5.395,21.58,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,TREE_COVER,NO_NEARBY_OSM_FEATURE,NONE,,,industrial,WATCH,65.92,67.47,85.0,29.06,65,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=TREE_COVER,peak FRP is above the site's previous range; detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-29,4,8.35,4.39,17.56,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,SHRUBLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,WATCH,48.34,29.56,85.0,26.46,66,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=SHRUBLAND,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-30,3,7.56,4.2,12.6,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,OTHER,BARE_SPARSE_VEGETATION,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,18.03,0.0,36.67,25.97,67,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=BARE_SPARSE_VEGETATION,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-07-31,1,12.5,12.5,12.5,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,38.24,73.64,0.0,25.49,68,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=GRASSLAND,peak FRP is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-01,3,8.97,6.140000000000001,18.42,INDUSTRIAL_ASSOCIATED,HIGH,MEDIUM,BUILT_UP,BUILT_UP,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,19.71,31.59,0.0,27.46,69,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=BUILT_UP,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-04,1,16.78,16.78,16.78,INDUSTRIAL_ASSOCIATED,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,WATCH,46.91,91.9,0.0,27.78,70,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Thermal point is near mapped industrial feature; WorldCover=GRASSLAND,peak FRP is well above the site's previous range,UNKNOWN: industrial-associated thermal activity shows a watch-level deviation from historical behaviour.
UNKNOWN,2026-08-07,4,20.04,8.86,35.44,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,WATCH,69.89,98.35,60.0,23.18,71,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,peak FRP is well above the site's previous range; detection count is above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-09,2,5.35,4.46,8.92,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,4.13,0.0,0.0,20.65,72,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-10,1,3.9,3.9,3.9,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,NORMAL,4.05,0.0,0.0,20.24,73,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-12,2,48.72,24.96,49.92,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,,WATCH,48.55,100.0,0.0,17.75,74,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,peak FRP is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-13,1,4.93,4.93,4.93,FOREST_NATURAL,MEDIUM,MEDIUM,NATURAL,GRASSLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,3.48,0.0,0.0,17.38,75,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=GRASSLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-15,2,2.86,1.63,3.26,AGRICULTURAL,MEDIUM,MEDIUM,AGRICULTURAL,CROPLAND,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,NORMAL,3.46,0.0,0.0,17.32,76,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,No strong mapped industrial association; WorldCover=CROPLAND,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-17,1,1.66,1.66,1.66,UNKNOWN,LOW,LOW,UNKNOWN,UNKNOWN,NO_NEARBY_OSM_FEATURE,NONE,,,,NORMAL,3.45,0.0,0.0,17.27,77,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,thermal behaviour is within the site's previous historical range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
UNKNOWN,2026-08-18,5,8.91,4.226000000000001,21.130000000000003,UNKNOWN,LOW,MEDIUM,UNKNOWN,UNKNOWN,NEARBY_OSM_INDUSTRIAL_FEATURE,SCREENING,,,industrial,WATCH,48.76,28.88,92.5,16.92,78,RECURRING,84,0.4667,1.0,14.0,10,MEDIUM,Insufficient evidence,detection count is well above the site's previous range,Recurring thermal source without a matched facility in the current infrastructure data. Candidate for further investigation; not evidence of an unregistered industry.
