osm_type,osm_id,name,industrial,landuse,man_made,power,geometry_wkt
way,321823733,,,,storage_tank,,"POLYGON ((69.87618 22.350668, 69.876224 22.350662, 69.876266 22.350673, 69.876301 22.350698, 69.876323 22.350734, 69.876328 22.350774, 69.876317 22.350814, 69.87629 22.350846, 69.876251 22.350866, 69.876208 22.350871, 69.876165 22.35086, 69.87613 22.350835, 69.876108 22.3508, 69.876103 22.350759, 69.876114 22.35072, 69.876142 22.350688, 69.87618 22.350668))"
way,321824575,,,,storage_tank,,"POLYGON ((69.865786 22.416197, 69.86587 22.416176, 69.865957 22.416187, 69.866032 22.416227, 69.866085 22.41629, 69.866108 22.416368, 69.866096 22.416448, 69.866053 22.416518, 69.865984 22.416567, 69.8659 22.416588, 69.865814 22.416577, 69.865738 22.416537, 69.865685 22.416473, 69.865662 22.416396, 69.865674 22.416316, 69.865717 22.416246, 69.865786 22.416197))"
way,321824576,,,,storage_tank,,"POLYGON ((69.86198 22.415134, 69.862064 22.415113, 69.862151 22.415123, 69.862226 22.415163, 69.862279 22.415227, 69.862302 22.415305, 69.86229 22.415385, 69.862247 22.415454, 69.862178 22.415503, 69.862094 22.415524, 69.862008 22.415514, 69.861932 22.415474, 69.861879 22.41541, 69.861856 22.415332, 69.861868 22.415252, 69.861911 22.415183, 69.86198 22.415134))"
way,321824577,,,,storage_tank,,"POLYGON ((69.863839 22.415625, 69.863923 22.415604, 69.864009 22.415615, 69.864084 22.415655, 69.864137 22.415719, 69.86416 22.415796, 69.864149 22.415876, 69.864105 22.415946, 69.864036 22.415995, 69.863952 22.416016, 69.863866 22.416005, 69.86379 22.415965, 69.863737 22.415901, 69.863715 22.415824, 69.863726 22.415744, 69.86377 22.415674, 69.863839 22.415625))"
way,321824578,,,,storage_tank,,"POLYGON ((69.868863 22.421598, 69.868967 22.421573, 69.869073 22.421587, 69.869165 22.421637, 69.86923 22.421716, 69.869257 22.421812, 69.869242 22.42191, 69.869188 22.421995, 69.869103 22.422055, 69.868999 22.42208, 69.868893 22.422067, 69.868801 22.422017, 69.868736 22.421938, 69.868709 22.421842, 69.868724 22.421744, 69.868778 22.421658, 69.868863 22.421598))"
way,321824581,,,,storage_tank,,"POLYGON ((69.861072 22.415251, 69.861156 22.41523, 69.861243 22.415241, 69.861318 22.415281, 69.861371 22.415345, 69.861394 22.415422, 69.861382 22.415502, 69.861339 22.415572, 69.86127 22.415621, 69.861186 22.415642, 69.8611 22.415631, 69.861024 22.415591, 69.860971 22.415527, 69.860949 22.41545, 69.86096 22.41537, 69.861003 22.4153, 69.861072 22.415251))"
way,321824582,,,,storage_tank,,"POLYGON ((69.862893 22.415716, 69.862977 22.415696, 69.863063 22.415706, 69.863139 22.415746, 69.863192 22.41581, 69.863214 22.415888, 69.863203 22.415967, 69.86316 22.416037, 69.86309 22.416086, 69.863006 22.416107, 69.86292 22.416096, 69.862845 22.416056, 69.862792 22.415992, 69.862769 22.415915, 69.86278 22.415835, 69.862824 22.415765, 69.862893 22.415716))"
way,321824583,,,,storage_tank,,"POLYGON ((69.846364 22.348148, 69.846471 22.348101, 69.846588 22.348096, 69.846698 22.348133, 69.846785 22.348206, 69.846835 22.348304, 69.846841 22.348413, 69.846801 22.348515, 69.846722 22.348596, 69.846616 22.348642, 69.846498 22.348647, 69.846388 22.34861, 69.846301 22.348537, 69.846251 22.348439, 69.846245 22.34833, 69.846285 22.348228, 69.846364 22.348148))"
way,321824584,,,,storage_tank,,"POLYGON ((69.870488 22.422101, 69.870592 22.422076, 69.870698 22.422089, 69.870791 22.422139, 69.870855 22.422218, 69.870882 22.422314, 69.870868 22.422412, 69.870814 22.422498, 69.870728 22.422557, 69.870625 22.422582, 69.870519 22.422569, 69.870426 22.422519, 69.870362 22.42244, 69.870334 22.422344, 69.870349 22.422246, 69.870403 22.422161, 69.870488 22.422101))"
way,321824585,,,,storage_tank,,"POLYGON ((69.869905 22.4212, 69.870009 22.421176, 69.870115 22.421189, 69.870207 22.421239, 69.870272 22.421318, 69.870299 22.421414, 69.870285 22.421512, 69.87023 22.421597, 69.870145 22.421657, 69.870041 22.421682, 69.869935 22.421669, 69.869843 22.421619, 69.869778 22.42154, 69.869751 22.421444, 69.869766 22.421346, 69.86982 22.42126, 69.869905 22.4212))"
way,321824586,,,,storage_tank,,"POLYGON ((69.864839 22.416109, 69.864923 22.416088, 69.865009 22.416099, 69.865084 22.416139, 69.865138 22.416203, 69.86516 22.41628, 69.865149 22.41636, 69.865105 22.41643, 69.865036 22.416479, 69.864952 22.4165, 69.864866 22.416489, 69.864791 22.416449, 69.864738 22.416385, 69.864715 22.416308, 69.864726 22.416228, 69.86477 22.416158, 69.864839 22.416109))"
way,321824587,,,,storage_tank,,"POLYGON ((69.871124 22.419685, 69.871041 22.419735, 69.87098 22.419808, 69.870948 22.419895, 69.870948 22.419987, 69.87098 22.420074, 69.871042 22.420147, 69.871125 22.420197, 69.871222 22.42022, 69.871321 22.420212, 69.871413 22.420175, 69.871486 22.420113, 69.871534 22.420031, 69.87155 22.41994, 69.871533 22.419849, 69.871485 22.419768, 69.871412 22.419706, 69.87132 22.419669, 69.871221 22.419662, 69.871124 22.419685))"
way,321824588,,,,storage_tank,,"POLYGON ((69.868057 22.418848, 69.867974 22.418899, 69.867913 22.418972, 69.867881 22.419059, 69.867881 22.419151, 69.867913 22.419238, 69.867974 22.41931, 69.868058 22.419361, 69.868154 22.419384, 69.868254 22.419376, 69.868345 22.419339, 69.868419 22.419276, 69.868466 22.419195, 69.868483 22.419104, 69.868466 22.419013, 69.868418 22.418932, 69.868344 22.418869, 69.868253 22.418833, 69.868153 22.418825, 69.868057 22.418848))"
way,321824589,,,,storage_tank,,"POLYGON ((69.871796 22.417926, 69.871713 22.417976, 69.871652 22.418049, 69.87162 22.418136, 69.87162 22.418228, 69.871652 22.418315, 69.871714 22.418388, 69.871797 22.418438, 69.871894 22.418461, 69.871993 22.418453, 69.872084 22.418416, 69.872158 22.418354, 69.872205 22.418272, 69.872222 22.418181, 69.872205 22.41809, 69.872157 22.418009, 69.872083 22.417947, 69.871992 22.41791, 69.871892 22.417903, 69.871796 22.417926))"
way,321824590,,,,storage_tank,,"POLYGON ((69.86984 22.419328, 69.869757 22.419379, 69.869696 22.419452, 69.869664 22.419539, 69.869664 22.419631, 69.869696 22.419718, 69.869758 22.41979, 69.869841 22.419841, 69.869938 22.419863, 69.870037 22.419856, 69.870128 22.419819, 69.870202 22.419756, 69.870249 22.419675, 69.870266 22.419584, 69.870249 22.419492, 69.870201 22.419411, 69.870127 22.419349, 69.870036 22.419312, 69.869936 22.419305, 69.86984 22.419328))"
way,321824591,,,,storage_tank,,"POLYGON ((69.866247 22.420546, 69.866164 22.420596, 69.866103 22.420669, 69.866071 22.420756, 69.866071 22.420848, 69.866104 22.420935, 69.866165 22.421008, 69.866248 22.421058, 69.866345 22.421081, 69.866444 22.421073, 69.866536 22.421036, 69.866609 22.420974, 69.866657 22.420892, 69.866673 22.420801, 69.866656 22.42071, 69.866608 22.420629, 69.866535 22.420567, 69.866443 22.42053, 69.866344 22.420523, 69.866247 22.420546))"
way,321824592,,,,storage_tank,,"POLYGON ((69.860807 22.41711, 69.860724 22.417161, 69.860663 22.417234, 69.860631 22.417321, 69.860631 22.417414, 69.860664 22.417501, 69.860725 22.417573, 69.860809 22.417623, 69.860906 22.417646, 69.861005 22.417638, 69.861096 22.4176, 69.86117 22.417537, 69.861217 22.417456, 69.861233 22.417365, 69.861216 22.417274, 69.861168 22.417193, 69.861094 22.417131, 69.861003 22.417094, 69.860903 22.417087, 69.860807 22.41711))"
way,321824593,,,,storage_tank,,"POLYGON ((69.867525 22.420823, 69.867442 22.420873, 69.867381 22.420946, 69.867348 22.421033, 69.867349 22.421125, 69.867381 22.421212, 69.867442 22.421285, 69.867526 22.421335, 69.867622 22.421358, 69.867722 22.42135, 69.867813 22.421313, 69.867887 22.42125, 69.867934 22.421169, 69.86795 22.421078, 69.867934 22.420987, 69.867886 22.420906, 69.867812 22.420844, 69.86772 22.420807, 69.867621 22.4208, 69.867525 22.420823))"
way,321824594,,,,storage_tank,,"POLYGON ((69.872115 22.416314, 69.872032 22.416365, 69.871971 22.416438, 69.871939 22.416526, 69.87194 22.416618, 69.871972 22.416705, 69.872034 22.416777, 69.872118 22.416827, 69.872214 22.41685, 69.872314 22.416842, 69.872405 22.416804, 69.872478 22.416742, 69.872525 22.41666, 69.872541 22.416569, 69.872524 22.416478, 69.872476 22.416398, 69.872403 22.416335, 69.872311 22.416299, 69.872212 22.416291, 69.872115 22.416314))"
way,321824595,,,,storage_tank,,"POLYGON ((69.866833 22.418547, 69.86675 22.418598, 69.866689 22.41867, 69.866656 22.418758, 69.866657 22.41885, 69.866689 22.418937, 69.86675 22.419009, 69.866834 22.41906, 69.86693 22.419082, 69.86703 22.419075, 69.867121 22.419038, 69.867195 22.418975, 69.867242 22.418894, 69.867258 22.418802, 69.867242 22.418711, 69.867194 22.41863, 69.86712 22.418568, 69.867028 22.418531, 69.866929 22.418524, 69.866833 22.418547))"
way,321824596,,,,storage_tank,,"POLYGON ((69.868962 22.415453, 69.868879 22.415504, 69.868818 22.415577, 69.868786 22.415664, 69.868786 22.415756, 69.868818 22.415843, 69.868879 22.415916, 69.868963 22.415966, 69.869059 22.415988, 69.869159 22.415981, 69.86925 22.415944, 69.869324 22.415881, 69.869371 22.4158, 69.869388 22.415709, 69.869371 22.415618, 69.869323 22.415537, 69.869249 22.415474, 69.869158 22.415438, 69.869058 22.41543, 69.868962 22.415453))"
way,321824597,,,,storage_tank,,"POLYGON ((69.865017 22.418232, 69.864934 22.418283, 69.864873 22.418356, 69.864841 22.418443, 69.864842 22.418536, 69.864874 22.418623, 69.864936 22.418695, 69.86502 22.418745, 69.865116 22.418768, 69.865216 22.41876, 69.865307 22.418722, 69.86538 22.41866, 69.865427 22.418578, 69.865443 22.418487, 69.865426 22.418396, 69.865379 22.418315, 69.865305 22.418253, 69.865213 22.418216, 69.865114 22.418209, 69.865017 22.418232))"
way,321824598,,,,storage_tank,,"POLYGON ((69.863065 22.41992, 69.862982 22.41997, 69.862921 22.420043, 69.862889 22.42013, 69.862889 22.420222, 69.862922 22.420309, 69.862983 22.420382, 69.863066 22.420432, 69.863163 22.420455, 69.863262 22.420447, 69.863354 22.42041, 69.863427 22.420348, 69.863474 22.420266, 69.863491 22.420175, 69.863474 22.420084, 69.863426 22.420003, 69.863352 22.419941, 69.863261 22.419904, 69.863162 22.419897, 69.863065 22.41992))"
way,321824599,,,,storage_tank,,"POLYGON ((69.86203 22.417428, 69.861947 22.417478, 69.861886 22.417552, 69.861854 22.417639, 69.861854 22.417731, 69.861887 22.417818, 69.861948 22.417891, 69.862032 22.417941, 69.862129 22.417963, 69.862228 22.417955, 69.86232 22.417918, 69.862393 22.417855, 69.86244 22.417774, 69.862456 22.417683, 69.862439 22.417592, 69.862391 22.417511, 69.862318 22.417449, 69.862226 22.417412, 69.862127 22.417405, 69.86203 22.417428))"
way,321824600,,,,storage_tank,,"POLYGON ((69.867278 22.417114, 69.867195 22.417164, 69.867134 22.417237, 69.867102 22.417324, 69.867102 22.417416, 69.867135 22.417504, 69.867196 22.417576, 69.86728 22.417626, 69.867376 22.417649, 69.867476 22.417642, 69.867567 22.417604, 69.86764 22.417542, 69.867688 22.41746, 69.867704 22.417369, 69.867688 22.417278, 69.86764 22.417197, 69.867566 22.417135, 69.867474 22.417098, 69.867375 22.417091, 69.867278 22.417114))"
way,321824601,,,,storage_tank,,"POLYGON ((69.863738 22.417893, 69.863655 22.417944, 69.863594 22.418016, 69.863562 22.418104, 69.863562 22.418196, 69.863594 22.418283, 69.863655 22.418355, 69.863739 22.418406, 69.863835 22.418428, 69.863935 22.418421, 69.864026 22.418384, 69.8641 22.418321, 69.864147 22.41824, 69.864164 22.418148, 69.864147 22.418057, 69.864099 22.417976, 69.864025 22.417914, 69.863934 22.417877, 69.863834 22.41787, 69.863738 22.417893))"
way,321824602,,,,storage_tank,,"POLYGON ((69.870246 22.417532, 69.870163 22.417583, 69.870102 22.417656, 69.87007 22.417743, 69.87007 22.417835, 69.870102 22.417922, 69.870163 22.417994, 69.870247 22.418045, 69.870343 22.418067, 69.870443 22.41806, 69.870534 22.418023, 69.870608 22.41796, 69.870655 22.417879, 69.870672 22.417788, 69.870655 22.417697, 69.870607 22.417615, 69.870533 22.417553, 69.870442 22.417516, 69.870342 22.417509, 69.870246 22.417532))"
way,321824603,,,,storage_tank,,"POLYGON ((69.867691 22.415115, 69.867608 22.415166, 69.867547 22.415238, 69.867515 22.415326, 69.867515 22.415418, 69.867547 22.415505, 69.867609 22.415577, 69.867692 22.415628, 69.867788 22.41565, 69.867888 22.415643, 69.86798 22.415606, 69.868053 22.415543, 69.8681 22.415462, 69.868117 22.41537, 69.8681 22.415279, 69.868052 22.415198, 69.867978 22.415136, 69.867887 22.415099, 69.867788 22.415092, 69.867691 22.415115))"
way,321824604,,,,storage_tank,,"POLYGON ((69.868536 22.417255, 69.868453 22.417306, 69.868392 22.417379, 69.86836 22.417466, 69.86836 22.417558, 69.868392 22.417645, 69.868454 22.417718, 69.868537 22.417768, 69.868633 22.417791, 69.868733 22.417783, 69.868824 22.417746, 69.868898 22.417683, 69.868945 22.417602, 69.868962 22.417511, 69.868945 22.41742, 69.868897 22.417339, 69.868823 22.417276, 69.868732 22.41724, 69.868632 22.417232, 69.868536 22.417255))"
way,321824605,,,,storage_tank,,"POLYGON ((69.870279 22.415798, 69.870196 22.415848, 69.870135 22.415921, 69.870103 22.416008, 69.870103 22.4161, 69.870136 22.416187, 69.870197 22.41626, 69.87028 22.41631, 69.870377 22.416333, 69.870476 22.416325, 69.870568 22.416288, 69.870641 22.416226, 69.870688 22.416144, 69.870705 22.416053, 69.870688 22.415962, 69.87064 22.415881, 69.870566 22.415819, 69.870475 22.415782, 69.870376 22.415775, 69.870279 22.415798))"
way,321863787,,,,storage_tank,,"POLYGON ((69.870076 22.327509, 69.870014 22.327572, 69.869978 22.32765, 69.869972 22.327735, 69.869995 22.327818, 69.870046 22.327888, 69.87012 22.32794, 69.870207 22.327966, 69.870299 22.327966, 69.870386 22.327937, 69.870457 22.327884, 69.870507 22.327812, 69.870528 22.32773, 69.87052 22.327645, 69.870482 22.327568, 69.870419 22.327506, 69.870338 22.327466, 69.870247 22.327453, 69.870156 22.327468, 69.870076 22.327509))"
way,321863835,,,,storage_tank,,"POLYGON ((69.870081 22.326894, 69.870016 22.326955, 69.869975 22.327032, 69.869964 22.327118, 69.869984 22.327202, 69.870032 22.327276, 69.870103 22.327331, 69.87019 22.327362, 69.870283 22.327365, 69.870372 22.32734, 69.870447 22.32729, 69.870501 22.327219, 69.870527 22.327137, 69.870523 22.327051, 69.870488 22.326971, 69.870428 22.326905, 69.870348 22.326862, 69.870257 22.326844, 69.870164 22.326855, 69.870081 22.326894))"
way,321863877,,,,storage_tank,,"POLYGON ((69.870063 22.326373, 69.870015 22.326418, 69.869984 22.326474, 69.869975 22.326537, 69.869989 22.326599, 69.870024 22.326654, 69.870076 22.326695, 69.87014 22.326718, 69.870208 22.326721, 69.870274 22.326704, 69.87033 22.326667, 69.87037 22.326616, 69.87039 22.326555, 69.870388 22.326491, 69.870363 22.326432, 69.870319 22.326384, 69.87026 22.326351, 69.870193 22.326338, 69.870125 22.326345, 69.870063 22.326373))"
way,321863970,,,,storage_tank,,"POLYGON ((69.870013 22.325924, 69.869969 22.325972, 69.869945 22.326031, 69.869943 22.326094, 69.869963 22.326154, 69.870003 22.326204, 69.870059 22.32624, 69.870124 22.326257, 69.870192 22.326254, 69.870255 22.326231, 69.870306 22.32619, 69.87034 22.326135, 69.870354 22.326074, 69.870344 22.326012, 69.870314 22.325956, 69.870266 22.325912, 69.870204 22.325885, 69.870137 22.325878, 69.870071 22.325891, 69.870013 22.325924))"
way,321974584,,,,storage_tank,,"POLYGON ((69.859239 22.333144, 69.859179 22.333204, 69.859143 22.333278, 69.859135 22.333359, 69.859156 22.333438, 69.859204 22.333507, 69.859273 22.333558, 69.859356 22.333584, 69.859444 22.333585, 69.859527 22.333559, 69.859597 22.33351, 69.859646 22.333442, 69.859668 22.333363, 69.859661 22.333282, 69.859627 22.333207, 69.859567 22.333147, 69.85949 22.333107, 69.859404 22.333093, 69.859317 22.333106, 69.859239 22.333144))"
way,321974599,,,,storage_tank,,"POLYGON ((69.860225 22.333249, 69.860189 22.333286, 69.860168 22.333332, 69.860164 22.333381, 69.860178 22.333429, 69.860207 22.333471, 69.86025 22.333501, 69.860301 22.333517, 69.860355 22.333516, 69.860405 22.3335, 69.860448 22.333469, 69.860476 22.333427, 69.860489 22.333379, 69.860484 22.333329, 69.860462 22.333284, 69.860426 22.333248, 69.860378 22.333224, 69.860325 22.333216, 69.860272 22.333225, 69.860225 22.333249))"
way,321974625,,,,storage_tank,,"POLYGON ((69.860245 22.332805, 69.860204 22.332836, 69.860176 22.332877, 69.860165 22.332924, 69.86017 22.332973, 69.860192 22.333016, 69.860229 22.333051, 69.860276 22.333073, 69.860328 22.33308, 69.860379 22.333071, 69.860424 22.333047, 69.860459 22.333011, 69.860479 22.332966, 69.860482 22.332917, 69.860468 22.332871, 69.860438 22.332831, 69.860396 22.332802, 69.860346 22.332787, 69.860294 22.332788, 69.860245 22.332805))"
way,321975755,,,,storage_tank,,"POLYGON ((69.845796 22.331678, 69.845736 22.331727, 69.845697 22.331792, 69.845683 22.331865, 69.845696 22.331939, 69.845733 22.332004, 69.845792 22.332055, 69.845865 22.332086, 69.845945 22.332093, 69.846023 22.332075, 69.84609 22.332035, 69.84614 22.331977, 69.846167 22.331907, 69.846168 22.331833, 69.846143 22.331762, 69.846094 22.331703, 69.846027 22.331662, 69.84595 22.331643, 69.84587 22.331648, 69.845796 22.331678))"
way,321975999,,,,storage_tank,,"POLYGON ((69.845202 22.331369, 69.845186 22.33139, 69.845178 22.331415, 69.845179 22.33144, 69.84519 22.331464, 69.845208 22.331484, 69.845232 22.331497, 69.845259 22.331502, 69.845286 22.331499, 69.845311 22.331488, 69.845331 22.331469, 69.845343 22.331446, 69.845346 22.331421, 69.84534 22.331396, 69.845326 22.331374, 69.845305 22.331357, 69.845279 22.331348, 69.845251 22.331347, 69.845225 22.331354, 69.845202 22.331369))"
way,321976237,,,,storage_tank,,"POLYGON ((69.845221 22.331679, 69.845201 22.331697, 69.845189 22.33172, 69.845185 22.331746, 69.84519 22.331771, 69.845204 22.331793, 69.845226 22.33181, 69.845251 22.33182, 69.845279 22.331821, 69.845306 22.331814, 69.845329 22.331799, 69.845345 22.331778, 69.845354 22.331754, 69.845353 22.331728, 69.845343 22.331704, 69.845325 22.331684, 69.845301 22.331671, 69.845274 22.331665, 69.845246 22.331668, 69.845221 22.331679))"
way,321976249,,,,storage_tank,,"POLYGON ((69.845291 22.332591, 69.845256 22.332624, 69.845235 22.332665, 69.84523 22.33271, 69.84524 22.332755, 69.845266 22.332794, 69.845304 22.332823, 69.84535 22.332839, 69.845399 22.332841, 69.845446 22.332827, 69.845486 22.3328, 69.845515 22.332763, 69.845528 22.332719, 69.845526 22.332673, 69.845507 22.332631, 69.845475 22.332596, 69.845432 22.332574, 69.845384 22.332565, 69.845335 22.332571, 69.845291 22.332591))"
way,321976307,,,,storage_tank,,"POLYGON ((69.845874 22.3326, 69.84584 22.332634, 69.84582 22.332675, 69.845815 22.332721, 69.845826 22.332766, 69.845853 22.332804, 69.845892 22.332833, 69.845939 22.332848, 69.845988 22.332849, 69.846035 22.332834, 69.846075 22.332806, 69.846102 22.332768, 69.846115 22.332724, 69.846111 22.332678, 69.846092 22.332636, 69.846059 22.332602, 69.846015 22.33258, 69.845967 22.332572, 69.845918 22.332579, 69.845874 22.3326))"
way,321976414,,,,storage_tank,,"POLYGON ((69.846072 22.333153, 69.846049 22.333175, 69.846035 22.333202, 69.846031 22.333232, 69.846038 22.333262, 69.846054 22.333288, 69.84608 22.333307, 69.84611 22.333318, 69.846143 22.333319, 69.846174 22.333311, 69.846201 22.333293, 69.84622 22.333268, 69.846229 22.333239, 69.846228 22.333209, 69.846216 22.333181, 69.846194 22.333158, 69.846166 22.333142, 69.846134 22.333136, 69.846101 22.33314, 69.846072 22.333153))"
way,321976482,,,,storage_tank,,"POLYGON ((69.846065 22.333515, 69.846044 22.333539, 69.846033 22.333568, 69.846032 22.3336, 69.846043 22.333629, 69.846063 22.333654, 69.846091 22.333672, 69.846124 22.33368, 69.846157 22.333677, 69.846188 22.333665, 69.846213 22.333644, 69.84623 22.333617, 69.846236 22.333586, 69.846231 22.333556, 69.846215 22.333528, 69.84619 22.333507, 69.84616 22.333494, 69.846126 22.333491, 69.846093 22.333498, 69.846065 22.333515))"
way,321976483,,,,storage_tank,,"POLYGON ((69.845398 22.333371, 69.845372 22.333396, 69.845356 22.333427, 69.845352 22.333462, 69.84536 22.333496, 69.84538 22.333525, 69.845408 22.333547, 69.845444 22.33356, 69.845481 22.333561, 69.845517 22.33355, 69.845548 22.33353, 69.845569 22.333501, 69.845579 22.333468, 69.845577 22.333433, 69.845563 22.333401, 69.845539 22.333374, 69.845506 22.333357, 69.845469 22.33335, 69.845432 22.333355, 69.845398 22.333371))"
way,321976484,,,,storage_tank,,"POLYGON ((69.845207 22.333644, 69.845186 22.333663, 69.845172 22.333688, 69.845167 22.333715, 69.845173 22.333742, 69.845187 22.333767, 69.84521 22.333785, 69.845238 22.333796, 69.845268 22.333798, 69.845297 22.33379, 69.845322 22.333775, 69.84534 22.333752, 69.845349 22.333726, 69.845348 22.333698, 69.845338 22.333672, 69.845319 22.33365, 69.845294 22.333636, 69.845264 22.333629, 69.845235 22.333632, 69.845207 22.333644))"
way,321976505,,,,storage_tank,,"POLYGON ((69.84541 22.333854, 69.845378 22.333877, 69.845355 22.333908, 69.845345 22.333944, 69.845348 22.333982, 69.845364 22.334016, 69.845391 22.334044, 69.845426 22.334062, 69.845466 22.334069, 69.845506 22.334063, 69.845542 22.334045, 69.84557 22.334018, 69.845586 22.333984, 69.84559 22.333947, 69.84558 22.33391, 69.845558 22.333879, 69.845527 22.333855, 69.845489 22.333843, 69.845448 22.333842, 69.84541 22.333854))"
way,322037750,,,industrial,,,"POLYGON ((69.858724 22.343814, 69.858704 22.340737, 69.861893 22.340682, 69.861923 22.343805, 69.858724 22.343814))"
way,322038543,,,,storage_tank,,"POLYGON ((69.860073 22.339756, 69.86006 22.33977, 69.860052 22.339787, 69.860051 22.339805, 69.860056 22.339823, 69.860068 22.339838, 69.860083 22.339849, 69.860102 22.339855, 69.860122 22.339854, 69.860141 22.339848, 69.860156 22.339837, 69.860167 22.339821, 69.860172 22.339803, 69.86017 22.339785, 69.860161 22.339768, 69.860148 22.339755, 69.86013 22.339746, 69.86011 22.339744, 69.860091 22.339747, 69.860073 22.339756))"
way,340400914,,,industrial,,,"POLYGON ((69.834285 22.475097, 69.8357 22.475362, 69.835863 22.475323, 69.835981 22.475209, 69.836089 22.47419, 69.836067 22.473528, 69.835933 22.472879, 69.835872 22.472396, 69.835828 22.471213, 69.835781 22.469414, 69.835646 22.467694, 69.835499 22.465825, 69.835312 22.462015, 69.835263 22.461871, 69.8352 22.461129, 69.834754 22.454579, 69.834651 22.451153, 69.834316 22.451156, 69.834454 22.454619, 69.835414 22.473015, 69.834612 22.47395, 69.834354 22.473989, 69.834331 22.474178, 69.834403 22.474278, 69.834371 22.474439, 69.8343 22.474585, 69.834229 22.474614, 69.834174 22.474746, 69.834285 22.475097))"
way,340401374,,,,storage_tank,,"POLYGON ((69.835154 22.443897, 69.835124 22.443923, 69.835105 22.443956, 69.835099 22.443994, 69.835106 22.444031, 69.835125 22.444064, 69.835156 22.44409, 69.835193 22.444104, 69.835234 22.444107, 69.835273 22.444098, 69.835307 22.444077, 69.835332 22.444047, 69.835345 22.444011, 69.835345 22.443974, 69.835332 22.443938, 69.835306 22.443908, 69.835272 22.443888, 69.835232 22.443879, 69.835192 22.443882, 69.835154 22.443897))"
way,340401375,,,,storage_tank,,"POLYGON ((69.834775 22.443935, 69.834755 22.443971, 69.834749 22.44401, 69.834756 22.444049, 69.834777 22.444084, 69.83481 22.444111, 69.834849 22.444126, 69.834892 22.444129, 69.834934 22.444119, 69.83497 22.444096, 69.834996 22.444064, 69.835009 22.444026, 69.835009 22.443987, 69.834994 22.443949, 69.834967 22.443918, 69.834931 22.443897, 69.834889 22.443887, 69.834846 22.443891, 69.834806 22.443908, 69.834775 22.443935))"
way,340401376,,,,storage_tank,,"POLYGON ((69.834421 22.443975, 69.834407 22.444014, 69.834407 22.444056, 69.834422 22.444096, 69.83445 22.444129, 69.834488 22.444152, 69.834532 22.444162, 69.834578 22.444158, 69.834619 22.444141, 69.834653 22.444113, 69.834674 22.444076, 69.834681 22.444034, 69.834674 22.443993, 69.834652 22.443956, 69.834618 22.443928, 69.834576 22.443911, 69.834531 22.443908, 69.834487 22.443918, 69.834449 22.443941, 69.834421 22.443975))"
way,340401377,,,,storage_tank,,"POLYGON ((69.834959 22.444767, 69.834942 22.444817, 69.834943 22.444869, 69.834963 22.444917, 69.834998 22.444957, 69.835046 22.444984, 69.835101 22.444996, 69.835156 22.44499, 69.835207 22.444968, 69.835248 22.444932, 69.835273 22.444886, 69.835281 22.444835, 69.83527 22.444784, 69.835242 22.444739, 69.8352 22.444705, 69.835148 22.444685, 69.835092 22.444682, 69.835038 22.444696, 69.834992 22.444726, 69.834959 22.444767))"
way,340401378,,,,storage_tank,,"POLYGON ((69.835042 22.445223, 69.835005 22.445268, 69.834986 22.44532, 69.834987 22.445376, 69.835007 22.445428, 69.835045 22.445472, 69.835096 22.445502, 69.835154 22.445515, 69.835214 22.44551, 69.835269 22.445487, 69.835312 22.445449, 69.835341 22.445399, 69.83535 22.445344, 69.835339 22.44529, 69.83531 22.445241, 69.835265 22.445204, 69.83521 22.445182, 69.83515 22.445178, 69.835092 22.445192, 69.835042 22.445223))"
way,391689982,Essar,,,,substation,"POLYGON ((69.854197 22.324748, 69.855534 22.32429, 69.856012 22.325506, 69.854664 22.325977, 69.854197 22.324748))"
way,440206109,Moti Rafudad,,,,substation,"POLYGON ((69.886835 22.233506, 69.887042 22.234114, 69.887687 22.233926, 69.887481 22.233318, 69.886835 22.233506))"
way,466543124,Sikka Thermal Power Station,,,,plant,"POLYGON ((69.822407 22.419509, 69.822391 22.419378, 69.823282 22.41922, 69.823247 22.418984, 69.824019 22.418855, 69.824237 22.418952, 69.825124 22.41859, 69.825626 22.41855, 69.826428 22.417841, 69.833415 22.417241, 69.833657 22.417891, 69.834121 22.417752, 69.834617 22.418446, 69.834676 22.419096, 69.835177 22.419049, 69.835679 22.419535, 69.838369 22.423797, 69.824239 22.424989, 69.823236 22.423772, 69.822099 22.422941, 69.821815 22.422118, 69.821639 22.421047, 69.82177 22.419561, 69.822407 22.419509))"
way,480283110,,,,storage_tank,,"POLYGON ((69.854918 22.330896, 69.85487 22.330883, 69.85482 22.330887, 69.854776 22.330909, 69.854745 22.330944, 69.85473 22.330989, 69.854735 22.331034, 69.854759 22.331075, 69.854797 22.331104, 69.854845 22.331118, 69.854894 22.331114, 69.854938 22.331092, 69.85497 22.331056, 69.854985 22.331012, 69.85498 22.330966, 69.854956 22.330925, 69.854918 22.330896))"
way,480283111,,,,storage_tank,,"POLYGON ((69.855848 22.329896, 69.855792 22.329875, 69.85573 22.329875, 69.855673 22.329897, 69.85563 22.329937, 69.855607 22.32999, 69.855607 22.330047, 69.85563 22.330099, 69.855674 22.330139, 69.855731 22.330161, 69.855793 22.330161, 69.855849 22.330139, 69.855893 22.330098, 69.855916 22.330046, 69.855916 22.329989, 69.855892 22.329936, 69.855848 22.329896))"
