osm_type,osm_id,name,industrial,landuse,man_made,power,geometry_wkt
way,481422382,,,,storage_tank,,"POLYGON ((69.738717 22.409008, 69.738646 22.408902, 69.738537 22.408829, 69.738406 22.408801, 69.738273 22.408821, 69.738159 22.408886, 69.73808 22.408987, 69.738049 22.409108, 69.738071 22.409231, 69.738141 22.409337, 69.738251 22.40941, 69.738382 22.409438, 69.738514 22.409418, 69.738629 22.409353, 69.738708 22.409252, 69.738739 22.409131, 69.738717 22.409008))"
way,481422383,,,,storage_tank,,"POLYGON ((69.738701 22.410243, 69.73862 22.410144, 69.738504 22.410082, 69.738372 22.410065, 69.738242 22.410097, 69.738136 22.410171, 69.738068 22.410278, 69.73805 22.410401, 69.738084 22.410521, 69.738165 22.410619, 69.73828 22.410682, 69.738413 22.410698, 69.738543 22.410667, 69.738649 22.410592, 69.738717 22.410485, 69.738735 22.410363, 69.738701 22.410243))"
way,481422734,,,,storage_tank,,"POLYGON ((69.727679 22.420854, 69.727584 22.420743, 69.727449 22.420674, 69.727296 22.420657, 69.727149 22.420696, 69.727028 22.420784, 69.726953 22.420908, 69.726936 22.42105, 69.726978 22.421186, 69.727073 22.421298, 69.727208 22.421367, 69.72736 22.421383, 69.727508 22.421344, 69.727629 22.421256, 69.727703 22.421132, 69.727721 22.420991, 69.727679 22.420854))"
way,481422750,,,,storage_tank,,"POLYGON ((69.731007 22.420395, 69.730905 22.420288, 69.730766 22.420225, 69.730612 22.420216, 69.730465 22.420262, 69.730349 22.420356, 69.73028 22.420484, 69.73027 22.420627, 69.73032 22.420762, 69.730422 22.42087, 69.730561 22.420933, 69.730716 22.420942, 69.730862 22.420896, 69.730978 22.420802, 69.731047 22.420674, 69.731057 22.420531, 69.731007 22.420395))"
way,481422751,,,,storage_tank,,"POLYGON ((69.732453 22.420921, 69.732348 22.420815, 69.732207 22.420754, 69.732052 22.420748, 69.731906 22.420797, 69.731791 22.420894, 69.731725 22.421024, 69.731718 22.421168, 69.731771 22.421303, 69.731876 22.421409, 69.732017 22.42147, 69.732172 22.421476, 69.732319 22.421427, 69.732433 22.42133, 69.732499 22.4212, 69.732506 22.421056, 69.732453 22.420921))"
way,481422752,,,,storage_tank,,"POLYGON ((69.731206 22.421935, 69.731112 22.421824, 69.73098 22.421754, 69.730828 22.421736, 69.730681 22.421773, 69.73056 22.421859, 69.730485 22.421981, 69.730465 22.422121, 69.730505 22.422257, 69.730599 22.422369, 69.730731 22.422439, 69.730882 22.422457, 69.73103 22.42242, 69.73115 22.422334, 69.731226 22.422211, 69.731246 22.422071, 69.731206 22.421935))"
way,481422942,,,,storage_tank,,"POLYGON ((69.731241 22.417208, 69.731133 22.417106, 69.730991 22.41705, 69.730836 22.417048, 69.730692 22.417101, 69.730582 22.417201, 69.730521 22.417333, 69.73052 22.417476, 69.730577 22.417608, 69.730685 22.417711, 69.730828 22.417767, 69.730982 22.417768, 69.731126 22.417715, 69.731236 22.417615, 69.731297 22.417484, 69.731299 22.417341, 69.731241 22.417208))"
way,481422943,,,,storage_tank,,"POLYGON ((69.729508 22.417533, 69.729399 22.417431, 69.729257 22.417375, 69.729103 22.417374, 69.728959 22.417427, 69.728848 22.417527, 69.728788 22.417658, 69.728786 22.417801, 69.728844 22.417934, 69.728952 22.418036, 69.729094 22.418092, 69.729249 22.418094, 69.729392 22.41804, 69.729503 22.41794, 69.729564 22.417809, 69.729565 22.417666, 69.729508 22.417533))"
way,481422944,,,,storage_tank,,"POLYGON ((69.727522 22.417796, 69.727414 22.417694, 69.727272 22.417637, 69.727117 22.417636, 69.726974 22.417689, 69.726863 22.417789, 69.726802 22.41792, 69.726801 22.418063, 69.726858 22.418196, 69.726966 22.418298, 69.727109 22.418354, 69.727263 22.418356, 69.727407 22.418303, 69.727517 22.418203, 69.727578 22.418071, 69.72758 22.417928, 69.727522 22.417796))"
way,481422945,,,,storage_tank,,"POLYGON ((69.728526 22.419624, 69.72845 22.419502, 69.72833 22.419417, 69.728183 22.419381, 69.728033 22.4194, 69.727902 22.41947, 69.72781 22.419581, 69.727771 22.419717, 69.727791 22.419856, 69.727867 22.419977, 69.727987 22.420062, 69.728134 22.420098, 69.728284 22.420079, 69.728415 22.420009, 69.728507 22.419898, 69.728546 22.419762, 69.728526 22.419624))"
way,481422985,,,,storage_tank,,"POLYGON ((69.728917 22.414694, 69.728809 22.414592, 69.728666 22.414536, 69.728512 22.414534, 69.728368 22.414587, 69.728258 22.414687, 69.728197 22.414819, 69.728195 22.414962, 69.728253 22.415094, 69.728361 22.415196, 69.728503 22.415253, 69.728658 22.415254, 69.728802 22.415201, 69.728912 22.415101, 69.728973 22.41497, 69.728974 22.414826, 69.728917 22.414694))"
way,481422986,,,,storage_tank,,"POLYGON ((69.730963 22.415787, 69.730855 22.415685, 69.730713 22.415629, 69.730558 22.415627, 69.730415 22.415681, 69.730304 22.415781, 69.730244 22.415912, 69.730242 22.416055, 69.7303 22.416188, 69.730408 22.41629, 69.73055 22.416346, 69.730705 22.416348, 69.730848 22.416294, 69.730959 22.416194, 69.731019 22.416063, 69.731021 22.41592, 69.730963 22.415787))"
way,481422987,,,,storage_tank,,"POLYGON ((69.729244 22.416102, 69.729136 22.416, 69.728994 22.415944, 69.728839 22.415942, 69.728696 22.415996, 69.728585 22.416096, 69.728524 22.416227, 69.728523 22.41637, 69.72858 22.416503, 69.728688 22.416605, 69.728831 22.416661, 69.728985 22.416662, 69.729129 22.416609, 69.729239 22.416509, 69.7293 22.416378, 69.729302 22.416235, 69.729244 22.416102))"
way,481423034,,,,storage_tank,,"POLYGON ((69.730341 22.412936, 69.730233 22.412834, 69.730091 22.412777, 69.729936 22.412776, 69.729792 22.412829, 69.729682 22.412929, 69.729621 22.413061, 69.72962 22.413204, 69.729677 22.413336, 69.729785 22.413438, 69.729928 22.413495, 69.730082 22.413496, 69.730226 22.413443, 69.730336 22.413343, 69.730397 22.413211, 69.730399 22.413068, 69.730341 22.412936))"
way,481423035,,,,storage_tank,,"POLYGON ((69.728598 22.413251, 69.72849 22.413148, 69.728347 22.413092, 69.728193 22.413091, 69.728049 22.413144, 69.727939 22.413244, 69.727878 22.413376, 69.727876 22.413518, 69.727934 22.413651, 69.728042 22.413753, 69.728184 22.41381, 69.728339 22.413811, 69.728482 22.413758, 69.728593 22.413658, 69.728654 22.413526, 69.728655 22.413383, 69.728598 22.413251))"
way,481423036,,,,storage_tank,,"POLYGON ((69.730647 22.414356, 69.730539 22.414254, 69.730396 22.414198, 69.730242 22.414197, 69.730098 22.41425, 69.729988 22.41435, 69.729927 22.414481, 69.729925 22.414624, 69.729983 22.414757, 69.730091 22.414859, 69.730233 22.414915, 69.730388 22.414917, 69.730532 22.414864, 69.730642 22.414764, 69.730703 22.414632, 69.730704 22.414489, 69.730647 22.414356))"
way,481423126,,,,storage_tank,,"POLYGON ((69.728315 22.411842, 69.728207 22.41174, 69.728065 22.411683, 69.72791 22.411682, 69.727767 22.411735, 69.727656 22.411835, 69.727596 22.411966, 69.727594 22.412109, 69.727652 22.412242, 69.72776 22.412344, 69.727902 22.4124, 69.728056 22.412402, 69.7282 22.412349, 69.728311 22.412249, 69.728371 22.412117, 69.728373 22.411974, 69.728315 22.411842))"
way,481423127,,,,storage_tank,,"POLYGON ((69.726656 22.413207, 69.726548 22.413104, 69.726406 22.413048, 69.726251 22.413047, 69.726108 22.4131, 69.725997 22.4132, 69.725937 22.413332, 69.725935 22.413474, 69.725993 22.413607, 69.726101 22.413709, 69.726243 22.413765, 69.726398 22.413767, 69.726541 22.413714, 69.726652 22.413614, 69.726712 22.413482, 69.726714 22.413339, 69.726656 22.413207))"
way,481423128,,,,storage_tank,,"POLYGON ((69.727108 22.415583, 69.727 22.41548, 69.726857 22.415424, 69.726703 22.415423, 69.726559 22.415476, 69.726449 22.415576, 69.726388 22.415708, 69.726386 22.41585, 69.726444 22.415983, 69.726552 22.416085, 69.726694 22.416142, 69.726849 22.416143, 69.726992 22.41609, 69.727103 22.41599, 69.727164 22.415858, 69.727165 22.415715, 69.727108 22.415583))"
way,481423134,,,,storage_tank,,"POLYGON ((69.727299 22.410138, 69.72725 22.410103, 69.72719 22.410088, 69.727128 22.410096, 69.727075 22.410124, 69.727037 22.41017, 69.727021 22.410225, 69.727029 22.410282, 69.72706 22.410332, 69.727109 22.410366, 69.727169 22.410381, 69.72723 22.410374, 69.727284 22.410345, 69.727322 22.4103, 69.727338 22.410244, 69.72733 22.410188, 69.727299 22.410138))"
way,481423135,,,,storage_tank,,"POLYGON ((69.727371 22.410515, 69.727322 22.41048, 69.727262 22.410465, 69.727201 22.410473, 69.727147 22.410501, 69.72711 22.410547, 69.727094 22.410602, 69.727102 22.410659, 69.727132 22.410708, 69.727182 22.410743, 69.727241 22.410758, 69.727303 22.410751, 69.727356 22.410722, 69.727394 22.410677, 69.72741 22.410621, 69.727402 22.410565, 69.727371 22.410515))"
way,481423136,,,,storage_tank,,"POLYGON ((69.727461 22.410891, 69.727412 22.410856, 69.727352 22.410841, 69.727291 22.410848, 69.727237 22.410877, 69.727199 22.410922, 69.727183 22.410978, 69.727191 22.411034, 69.727222 22.411084, 69.727272 22.411119, 69.727331 22.411134, 69.727393 22.411126, 69.727446 22.411098, 69.727484 22.411052, 69.7275 22.410997, 69.727492 22.41094, 69.727461 22.410891))"
way,481423137,,,,storage_tank,,"POLYGON ((69.730053 22.411549, 69.729945 22.411447, 69.729803 22.411391, 69.729648 22.411389, 69.729505 22.411442, 69.729394 22.411542, 69.729334 22.411674, 69.729332 22.411817, 69.72939 22.41195, 69.729498 22.412052, 69.72964 22.412108, 69.729795 22.412109, 69.729938 22.412056, 69.730049 22.411956, 69.730109 22.411825, 69.730111 22.411682, 69.730053 22.411549))"
way,481645889,,,,storage_tank,,"POLYGON ((69.756469 22.334404, 69.756372 22.334333, 69.756253 22.334302, 69.75613 22.334315, 69.756022 22.334371, 69.755945 22.33446, 69.755912 22.33457, 69.755926 22.334684, 69.755986 22.334784, 69.756083 22.334855, 69.756202 22.334886, 69.756324 22.334873, 69.756432 22.334817, 69.756509 22.334728, 69.756543 22.334618, 69.756529 22.334504, 69.756469 22.334404))"
way,481645891,,,,storage_tank,,"POLYGON ((69.758641 22.334218, 69.758544 22.334147, 69.758426 22.334116, 69.758303 22.334129, 69.758195 22.334185, 69.758118 22.334274, 69.758084 22.334384, 69.758098 22.334498, 69.758158 22.334598, 69.758255 22.334669, 69.758374 22.3347, 69.758497 22.334687, 69.758605 22.334631, 69.758682 22.334542, 69.758716 22.334432, 69.758701 22.334318, 69.758641 22.334218))"
way,481645893,,,,storage_tank,,"POLYGON ((69.757888 22.335274, 69.757791 22.335203, 69.757672 22.335172, 69.757549 22.335185, 69.757441 22.33524, 69.757364 22.33533, 69.75733 22.33544, 69.757345 22.335554, 69.757405 22.335653, 69.757502 22.335724, 69.757621 22.335756, 69.757743 22.335743, 69.757851 22.335687, 69.757928 22.335597, 69.757962 22.335487, 69.757948 22.335374, 69.757888 22.335274))"
way,481645913,,,,storage_tank,,"POLYGON ((69.755802 22.332473, 69.755705 22.332402, 69.755586 22.33237, 69.755464 22.332384, 69.755356 22.332439, 69.755279 22.332529, 69.755245 22.332639, 69.755259 22.332752, 69.755319 22.332852, 69.755416 22.332923, 69.755535 22.332955, 69.755658 22.332942, 69.755766 22.332886, 69.755843 22.332796, 69.755877 22.332686, 69.755862 22.332573, 69.755802 22.332473))"
way,481645914,,,,storage_tank,,"POLYGON ((69.755054 22.333512, 69.754957 22.333441, 69.754838 22.33341, 69.754715 22.333423, 69.754607 22.333479, 69.75453 22.333568, 69.754497 22.333678, 69.754511 22.333792, 69.754571 22.333892, 69.754668 22.333963, 69.754787 22.333994, 69.75491 22.333981, 69.755018 22.333925, 69.755094 22.333836, 69.755128 22.333726, 69.755114 22.333612, 69.755054 22.333512))"
way,481645915,,,,storage_tank,,"POLYGON ((69.75721 22.333349, 69.757113 22.333278, 69.756994 22.333246, 69.756872 22.33326, 69.756764 22.333315, 69.756687 22.333405, 69.756653 22.333515, 69.756667 22.333628, 69.756728 22.333728, 69.756824 22.333799, 69.756943 22.33383, 69.757066 22.333817, 69.757174 22.333762, 69.757251 22.333672, 69.757285 22.333562, 69.75727 22.333448, 69.75721 22.333349))"
way,481645990,,,,storage_tank,,"POLYGON ((69.759377 22.336109, 69.75933 22.336074, 69.759273 22.336059, 69.759214 22.336064, 69.759161 22.336091, 69.759123 22.336134, 69.759106 22.336187, 69.759112 22.336242, 69.759141 22.33629, 69.759187 22.336325, 69.759245 22.336341, 69.759304 22.336335, 69.759357 22.336309, 69.759394 22.336266, 69.759412 22.336213, 69.759405 22.336158, 69.759377 22.336109))"
way,481645991,,,,storage_tank,,"POLYGON ((69.759136 22.336455, 69.759089 22.33642, 69.759032 22.336405, 69.758972 22.33641, 69.75892 22.336437, 69.758882 22.33648, 69.758865 22.336533, 69.758871 22.336588, 69.7589 22.336636, 69.758946 22.336671, 69.759003 22.336687, 69.759063 22.336682, 69.759115 22.336655, 69.759153 22.336612, 69.75917 22.336559, 69.759164 22.336504, 69.759136 22.336455))"
way,481645992,,,,storage_tank,,"POLYGON ((69.758757 22.336233, 69.758711 22.336198, 69.758654 22.336183, 69.758594 22.336188, 69.758541 22.336215, 69.758504 22.336258, 69.758487 22.336311, 69.758493 22.336366, 69.758521 22.336414, 69.758568 22.336449, 69.758625 22.336465, 69.758685 22.336459, 69.758737 22.336433, 69.758775 22.33639, 69.758792 22.336337, 69.758786 22.336282, 69.758757 22.336233))"
way,481646012,,,,storage_tank,,"POLYGON ((69.759628 22.335763, 69.759581 22.335728, 69.759524 22.335713, 69.759464 22.335718, 69.759412 22.335745, 69.759374 22.335788, 69.759357 22.335841, 69.759363 22.335896, 69.759392 22.335944, 69.759438 22.335979, 69.759495 22.335995, 69.759555 22.335989, 69.759608 22.335963, 69.759645 22.33592, 69.759662 22.335867, 69.759656 22.335812, 69.759628 22.335763))"
way,481646013,,,,storage_tank,,"POLYGON ((69.759256 22.335539, 69.75921 22.335504, 69.759152 22.335488, 69.759093 22.335494, 69.75904 22.33552, 69.759003 22.335563, 69.758986 22.335616, 69.758992 22.335671, 69.75902 22.33572, 69.759067 22.335755, 69.759124 22.33577, 69.759184 22.335765, 69.759236 22.335738, 69.759274 22.335695, 69.759291 22.335642, 69.759285 22.335587, 69.759256 22.335539))"
way,481646014,,,,storage_tank,,"POLYGON ((69.759 22.33589, 69.758954 22.335855, 69.758896 22.335839, 69.758837 22.335845, 69.758784 22.335871, 69.758746 22.335914, 69.758729 22.335967, 69.758736 22.336022, 69.758764 22.336071, 69.75881 22.336106, 69.758868 22.336122, 69.758927 22.336116, 69.75898 22.33609, 69.759018 22.336046, 69.759035 22.335994, 69.759028 22.335938, 69.759 22.33589))"
way,512087951,Modpar,,,,substation,"POLYGON ((69.789534 22.257111, 69.789181 22.257358, 69.789587 22.257857, 69.790128 22.257478, 69.79001 22.257334, 69.789534 22.257111))"
way,512087955,,,,,substation,"POLYGON ((69.719635 22.386196, 69.720059 22.38621, 69.720064 22.386076, 69.71964 22.386062, 69.719635 22.386196))"
way,512087963,SDCC,,,,substation,"POLYGON ((69.833412 22.427557, 69.83359 22.427414, 69.833443 22.427093, 69.833245 22.427167, 69.833412 22.427557))"
way,512087981,Sikka,,,,substation,"POLYGON ((69.833245 22.427167, 69.833122 22.426899, 69.832675 22.427041, 69.832557 22.427088, 69.832849 22.42776, 69.833412 22.427557, 69.833245 22.427167))"
way,512087984,Vadinar,,,,substation,"POLYGON ((69.724408 22.409944, 69.724984 22.409839, 69.724858 22.409252, 69.724282 22.409358, 69.724408 22.409944))"
way,512087985,Bharat Oman,,,,substation,"POLYGON ((69.740864 22.41041, 69.741454 22.410405, 69.741449 22.40996, 69.740859 22.409966, 69.740864 22.41041))"
way,512087989,Meghpar,,,,substation,"POLYGON ((69.825698 22.358499, 69.826256 22.35728, 69.827167 22.357622, 69.826605 22.358847, 69.825698 22.358499))"
way,578416140,,,,storage_tank,,"POLYGON ((69.722334 22.377202, 69.722225 22.377099, 69.722082 22.377042, 69.721926 22.37704, 69.721781 22.377093, 69.721669 22.377194, 69.721608 22.377326, 69.721605 22.37747, 69.721663 22.377604, 69.721772 22.377707, 69.721915 22.377764, 69.722071 22.377766, 69.722216 22.377713, 69.722327 22.377613, 69.722389 22.37748, 69.722391 22.377336, 69.722334 22.377202))"
way,578416207,,,,storage_tank,,"POLYGON ((69.86593 22.313445, 69.865947 22.313465, 69.86597 22.313478, 69.865997 22.313484, 69.866024 22.313481, 69.866049 22.31347, 69.866069 22.313453, 69.866081 22.31343, 69.866085 22.313405, 69.86608 22.31338, 69.866066 22.313358, 69.866045 22.313342, 69.86602 22.313332, 69.865993 22.313331, 69.865966 22.313337, 69.865944 22.313352, 69.865928 22.313372, 69.865919 22.313396, 69.86592 22.313422, 69.86593 22.313445))"
way,578416208,,,,storage_tank,,"POLYGON ((69.866489 22.313448, 69.866507 22.313468, 69.86653 22.313481, 69.866557 22.313487, 69.866584 22.313484, 69.866609 22.313474, 69.866628 22.313456, 69.866641 22.313433, 69.866645 22.313408, 69.86664 22.313383, 69.866626 22.313361, 69.866605 22.313345, 69.86658 22.313335, 69.866553 22.313334, 69.866526 22.31334, 69.866504 22.313355, 69.866487 22.313375, 69.866479 22.313399, 69.86648 22.313425, 69.866489 22.313448))"
way,578416209,,,,storage_tank,,"POLYGON ((69.860637 22.328686, 69.860654 22.328705, 69.860678 22.328719, 69.860704 22.328724, 69.860731 22.328722, 69.860756 22.328711, 69.860776 22.328693, 69.860788 22.328671, 69.860792 22.328646, 69.860787 22.328621, 69.860773 22.328599, 69.860753 22.328582, 69.860727 22.328572, 69.8607 22.328571, 69.860674 22.328578, 69.860651 22.328592, 69.860635 22.328612, 69.860627 22.328637, 69.860627 22.328662, 69.860637 22.328686))"
way,578416210,,,,storage_tank,,"POLYGON ((69.860987 22.328688, 69.861005 22.328707, 69.861028 22.32872, 69.861055 22.328726, 69.861082 22.328723, 69.861107 22.328713, 69.861126 22.328695, 69.861139 22.328672, 69.861143 22.328647, 69.861138 22.328622, 69.861124 22.3286, 69.861103 22.328584, 69.861078 22.328574, 69.861051 22.328573, 69.861024 22.32858, 69.861002 22.328594, 69.860985 22.328614, 69.860977 22.328638, 69.860978 22.328664, 69.860987 22.328688))"
way,578416211,,,,storage_tank,,"POLYGON ((69.861159 22.329148, 69.861181 22.329173, 69.86121 22.32919, 69.861245 22.329197, 69.861279 22.329194, 69.861311 22.32918, 69.861336 22.329157, 69.861352 22.329128, 69.861357 22.329096, 69.86135 22.329065, 69.861333 22.329037, 69.861306 22.329016, 69.861274 22.329003, 69.861239 22.329001, 69.861206 22.32901, 69.861177 22.329028, 69.861156 22.329054, 69.861146 22.329085, 69.861146 22.329118, 69.861159 22.329148))"
way,578416212,,,,storage_tank,,"POLYGON ((69.860886 22.329177, 69.860908 22.329202, 69.860937 22.329219, 69.860972 22.329226, 69.861006 22.329222, 69.861038 22.329209, 69.861063 22.329186, 69.861079 22.329157, 69.861084 22.329125, 69.861077 22.329094, 69.86106 22.329066, 69.861033 22.329044, 69.861001 22.329032, 69.860966 22.32903, 69.860932 22.329039, 69.860904 22.329057, 69.860883 22.329083, 69.860872 22.329114, 69.860873 22.329146, 69.860886 22.329177))"
way,578416213,,,,storage_tank,,"POLYGON ((69.860473 22.329858, 69.860509 22.329898, 69.860556 22.329925, 69.86061 22.329937, 69.860666 22.329931, 69.860716 22.329909, 69.860756 22.329873, 69.860782 22.329827, 69.86079 22.329776, 69.860779 22.329726, 69.860751 22.329681, 69.860709 22.329647, 69.860658 22.329628, 69.860602 22.329625, 69.860548 22.329638, 69.860502 22.329668, 69.860469 22.329709, 69.860452 22.329758, 69.860454 22.32981, 69.860473 22.329858))"
way,578416214,,cooling,,,,"POLYGON ((69.862589 22.332286, 69.862597 22.333623, 69.862814 22.333622, 69.862806 22.332284, 69.862589 22.332286))"
way,578416227,,,,storage_tank,,"POLYGON ((69.87778 22.322423, 69.877757 22.322448, 69.877745 22.322478, 69.877744 22.322511, 69.877754 22.322542, 69.877775 22.322569, 69.877804 22.322588, 69.877838 22.322596, 69.877873 22.322595, 69.877906 22.322583, 69.877933 22.322561, 69.877951 22.322533, 69.877958 22.322501, 69.877953 22.322468, 69.877937 22.322439, 69.877912 22.322416, 69.87788 22.322402, 69.877844 22.322398, 69.87781 22.322406, 69.87778 22.322423))"
way,578416228,,,,storage_tank,,"POLYGON ((69.877281 22.322427, 69.877252 22.32246, 69.877236 22.322499, 69.877234 22.322541, 69.877248 22.322581, 69.877275 22.322615, 69.877312 22.322639, 69.877356 22.322651, 69.877401 22.322649, 69.877443 22.322633, 69.877478 22.322605, 69.8775 22.322569, 69.877509 22.322528, 69.877503 22.322486, 69.877483 22.322448, 69.87745 22.322419, 69.877409 22.322401, 69.877364 22.322396, 69.87732 22.322405, 69.877281 22.322427))"
way,578416229,,,,storage_tank,,"POLYGON ((69.877297 22.321987, 69.877268 22.322019, 69.877252 22.322058, 69.877251 22.322101, 69.877264 22.322141, 69.877291 22.322175, 69.877328 22.322199, 69.877372 22.32221, 69.877417 22.322208, 69.877459 22.322192, 69.877494 22.322165, 69.877517 22.322129, 69.877526 22.322087, 69.877519 22.322046, 69.877499 22.322008, 69.877466 22.321979, 69.877425 22.321961, 69.87738 22.321956, 69.877336 22.321965, 69.877297 22.321987))"
way,578416230,,,,storage_tank,,"POLYGON ((69.877796 22.321962, 69.877767 22.321994, 69.877751 22.322034, 69.87775 22.322076, 69.877763 22.322116, 69.87779 22.32215, 69.877827 22.322174, 69.877871 22.322186, 69.877916 22.322183, 69.877958 22.322168, 69.877993 22.32214, 69.878016 22.322104, 69.878024 22.322062, 69.878018 22.322021, 69.877998 22.321983, 69.877965 22.321954, 69.877924 22.321936, 69.877879 22.321931, 69.877835 22.32194, 69.877796 22.321962))"
way,578416231,,,,storage_tank,,"POLYGON ((69.877773 22.321532, 69.877744 22.321564, 69.877728 22.321603, 69.877727 22.321645, 69.87774 22.321685, 69.877767 22.321719, 69.877804 22.321744, 69.877848 22.321755, 69.877893 22.321753, 69.877936 22.321737, 69.87797 22.32171, 69.877993 22.321673, 69.878002 22.321632, 69.877996 22.32159, 69.877975 22.321553, 69.877943 22.321523, 69.877902 22.321505, 69.877856 22.3215, 69.877812 22.32151, 69.877773 22.321532))"
way,578416232,,,,storage_tank,,"POLYGON ((69.877281 22.32152, 69.877252 22.321553, 69.877236 22.321592, 69.877234 22.321634, 69.877248 22.321674, 69.877274 22.321708, 69.877312 22.321732, 69.877356 22.321744, 69.877401 22.321742, 69.877443 22.321726, 69.877478 22.321699, 69.8775 22.321662, 69.877509 22.321621, 69.877503 22.321579, 69.877483 22.321542, 69.87745 22.321512, 69.877409 22.321494, 69.877364 22.32149, 69.87732 22.321498, 69.877281 22.32152))"
way,578416233,,,,storage_tank,,"POLYGON ((69.877332 22.320269, 69.877294 22.320311, 69.877273 22.320362, 69.877271 22.320418, 69.877289 22.32047, 69.877324 22.320514, 69.877373 22.320546, 69.87743 22.320561, 69.877489 22.320558, 69.877544 22.320538, 69.87759 22.320502, 69.877619 22.320454, 69.877631 22.3204, 69.877623 22.320346, 69.877596 22.320296, 69.877554 22.320258, 69.8775 22.320234, 69.877441 22.320228, 69.877383 22.32024, 69.877332 22.320269))"
way,578416235,,,,storage_tank,,"POLYGON ((69.865988 22.307879, 69.865966 22.307884, 69.865945 22.307895, 69.865929 22.30791, 69.865917 22.307929, 69.865912 22.30795, 69.865912 22.307971, 69.865919 22.307992, 69.865932 22.30801, 69.865949 22.308024, 69.86597 22.308033, 69.865993 22.308037, 69.866016 22.308035, 69.866038 22.308027, 69.866056 22.308014, 69.866071 22.307997, 69.866079 22.307977, 69.866082 22.307956, 69.866078 22.307934, 69.866068 22.307915, 69.866053 22.307899, 69.866033 22.307887, 69.866011 22.30788, 69.865988 22.307879))"
way,578416236,,,,storage_tank,,"POLYGON ((69.866542 22.307871, 69.866519 22.307876, 69.866499 22.307886, 69.866482 22.307901, 69.866471 22.30792, 69.866465 22.307941, 69.866466 22.307962, 69.866473 22.307983, 69.866486 22.308001, 69.866503 22.308015, 69.866524 22.308024, 69.866547 22.308028, 69.86657 22.308026, 69.866592 22.308018, 69.86661 22.308005, 69.866624 22.307988, 69.866633 22.307968, 69.866635 22.307947, 69.866632 22.307926, 69.866622 22.307906, 69.866606 22.30789, 69.866587 22.307878, 69.866565 22.307872, 69.866542 22.307871))"
way,578416237,,,,storage_tank,,"POLYGON ((69.872603 22.307018, 69.872564 22.307027, 69.872529 22.307045, 69.8725 22.307071, 69.87248 22.307103, 69.872471 22.307139, 69.872472 22.307176, 69.872484 22.307212, 69.872506 22.307243, 69.872536 22.307268, 69.872572 22.307284, 69.872612 22.30729, 69.872652 22.307286, 69.872689 22.307273, 69.872721 22.307251, 69.872746 22.307221, 69.87276 22.307187, 69.872765 22.30715, 69.872758 22.307113, 69.872741 22.30708, 69.872715 22.307051, 69.872681 22.307031, 69.872643 22.30702, 69.872603 22.307018))"
way,578416238,,,,storage_tank,,"POLYGON ((69.872606 22.307455, 69.872566 22.307464, 69.872532 22.307482, 69.872503 22.307508, 69.872483 22.30754, 69.872474 22.307576, 69.872475 22.307613, 69.872487 22.307649, 69.872508 22.30768, 69.872539 22.307704, 69.872575 22.30772, 69.872614 22.307727, 69.872654 22.307723, 69.872692 22.30771, 69.872724 22.307687, 69.872748 22.307658, 69.872763 22.307623, 69.872767 22.307586, 69.872761 22.30755, 69.872744 22.307516, 69.872717 22.307488, 69.872684 22.307468, 69.872646 22.307456, 69.872606 22.307455))"
way,578416239,,,,storage_tank,,"POLYGON ((69.872123 22.307458, 69.872084 22.307467, 69.872049 22.307485, 69.87202 22.307511, 69.872 22.307544, 69.871991 22.30758, 69.871992 22.307617, 69.872004 22.307652, 69.872026 22.307683, 69.872056 22.307708, 69.872092 22.307724, 69.872132 22.30773, 69.872172 22.307727, 69.872209 22.307713, 69.872241 22.307691, 69.872265 22.307662, 69.87228 22.307627, 69.872284 22.30759, 69.872278 22.307554, 69.872261 22.30752, 69.872235 22.307492, 69.872201 22.307471, 69.872163 22.30746, 69.872123 22.307458))"
way,578416240,,,,storage_tank,,"POLYGON ((69.872124 22.307034, 69.872085 22.307043, 69.87205 22.307061, 69.872021 22.307087, 69.872002 22.307119, 69.871992 22.307155, 69.871993 22.307192, 69.872005 22.307228, 69.872027 22.307259, 69.872057 22.307284, 69.872093 22.3073, 69.872133 22.307306, 69.872173 22.307302, 69.87221 22.307289, 69.872242 22.307267, 69.872267 22.307237, 69.872282 22.307203, 69.872286 22.307166, 69.872279 22.307129, 69.872262 22.307096, 69.872236 22.307067, 69.872202 22.307047, 69.872164 22.307036, 69.872124 22.307034))"
way,578416241,,,,storage_tank,,"POLYGON ((69.871341 22.307035, 69.871288 22.307047, 69.871241 22.307071, 69.871202 22.307106, 69.871176 22.30715, 69.871163 22.307199, 69.871164 22.307249, 69.87118 22.307297, 69.87121 22.307339, 69.871251 22.307372, 69.8713 22.307394, 69.871353 22.307402, 69.871407 22.307397, 69.871457 22.307379, 69.871501 22.307349, 69.871534 22.307309, 69.871554 22.307263, 69.87156 22.307213, 69.871551 22.307163, 69.871528 22.307118, 69.871492 22.30708, 69.871447 22.307052, 69.871395 22.307037, 69.871341 22.307035))"
